User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,masked_prompt,target,incorrect,test_type,choiceA,choiceB,target_col,Please select the best answer to fill in the blank.
3MMFR6RXMZM2,lightning bug,extinct,alive,space,Earth,The lightning bug is in Earth. The lightning bug is _____.,alive,extinct,2,extinct,alive,choiceB,{{choiceB}}
QHKQ32WVQEGN,turbine,vertical,horizontal,standing,sideways,The engineer admired the wind turbine as it lie standing. The turbine is _____.,vertical,horizontal,1,vertical,horizontal,choiceA,{{choiceA}}
3MMFR6RXMZM2,shell,hollow,full,store,ocean,The shell was in the store. The shell is _____.,hollow,full,1,hollow,full,choiceA,{{choiceA}}
FPMCK2P37RW2,lens,clear,smudged,visible,invisible,Ashley was visible to Laura while wearing her glasses. The lens is _____.,clear,smudged,1,clear,smudged,choiceA,{{choiceA}}
76VNAHQ9VAC3,pecan,edible,uneatable,kids,worms,Jane noticed that the kids had gotten into the jar of pecans. The pecan is _____.,edible,uneatable,1,uneatable,edible,choiceB,{{choiceB}}
FPMCK2P37RW2,pastry,edible,rotten,one,seventy,The pasty has been sitting on the stove for one hours. The pastry is _____.,edible,rotten,1,rotten,edible,choiceB,{{choiceB}}
FWD4Z73KK6F6,zucchini,edible,poisonous,healthy,toxic,The chef prepared a healthy zucchini. The zucchini is _____.,edible,poisonous,1,edible,poisonous,choiceA,{{choiceA}}
EZCVAWE2HAMP,bedpost,straight,slanted,zero,five,The top of the bedpost was five inches to the left of the base. The bedpost is _____.,slanted,straight,2,straight,slanted,choiceB,{{choiceB}}
FPMCK2P37RW2,hip,there,gone,appeared,vanished,"When Kim looked for the hip, it had vanished. The hip is _____.",gone,there,2,gone,there,choiceA,{{choiceA}}
3MMFR6RXMZM2,loveseat,there,removed,purchased,sold,Michelle sold the loveseat. The loveseat is _____.,removed,there,2,removed,there,choiceA,{{choiceA}}
3MMFR6RXMZM2,razor,sharp,dull,new,old,Dillon's razor is old. The razor is _____.,dull,sharp,2,sharp,dull,choiceB,{{choiceB}}
3MMFR6RXMZM2,crumb,edible,noxious,plate,toilet,The crumb fell in the plate. The crumb is _____.,edible,noxious,1,edible,noxious,choiceA,{{choiceA}}
3MMFR6RXMZM2,iron,iron,gold,household,art,The iron was designed for household projects. The iron is _____.,iron,gold,1,iron,gold,choiceA,{{choiceA}}
FPMCK2P37RW2,plum,edible,infested,untarnished,worm-eaten,The fresh-picked plum was worm-eaten. The plum is _____.,infested,edible,2,edible,infested,choiceB,{{choiceB}}
EZCVAWE2HAMP,springboard,vertical,sideways,leaning,laying,Gail's springboard is laying on the table. The springboard is _____.,sideways,vertical,2,vertical,sideways,choiceB,{{choiceB}}
FPMCK2P37RW2,beard,long,short,not,just,Bill had not trimmed his beard. The beard is _____.,long,short,1,short,long,choiceB,{{choiceB}}
3MMFR6RXMZM2,vent,vertical,sideways,standing,horizontal,The repairman eyed the weird standing vent. The vent is _____.,vertical,sideways,1,sideways,vertical,choiceB,{{choiceB}}
FWD4Z73KK6F6,bamboo,edible,poisonous,satisfied,sick,The panda felt satisfied after eating. The bamboo is _____.,edible,poisonous,1,poisonous,edible,choiceB,{{choiceB}}
76VNAHQ9VAC3,ambulance,here,there,near,distant,The ambulance stopped near to us. The ambulance is _____.,here,there,1,here,there,choiceA,{{choiceA}}
XH7FWCGRRXDJ,man,dead,alive,bullet,beanbag,Mike was shot with a bullet. The man is _____.,dead,alive,1,dead,alive,choiceA,{{choiceA}}
FPMCK2P37RW2,pet food,edible,inedible,accepted,refused,The kitty refused the food. The pet food is _____.,inedible,edible,2,edible,inedible,choiceB,{{choiceB}}
QHKQ32WVQEGN,chute,straight,bent,smooth,uneven,The ball's path through the chute  was smooth. The chute is _____.,straight,bent,1,straight,bent,choiceA,{{choiceA}}
EZCVAWE2HAMP,train,here,gone,caught,missed,Mike just missed the train. The train is _____.,gone,here,2,here,gone,choiceB,{{choiceB}}
3MMFR6RXMZM2,sloth,edible,indigestible,savory,sickening,"When cooked, the sloth is sickening. The sloth is _____.",indigestible,edible,2,indigestible,edible,choiceA,{{choiceA}}
XH7FWCGRRXDJ,goalpost,tall,short,reach,ankles,The goalpost was barely above Bills reach. The goalpost is _____.,tall,short,1,tall,short,choiceA,{{choiceB}}
3MMFR6RXMZM2,mouthpiece,open,shut,laughing,closed,Gary's mouth with his mouthpiece is laughing. The mouthpiece is _____.,open,shut,1,shut,open,choiceB,{{choiceB}}
FPMCK2P37RW2,fire,out,ablaze,smoke,flames,From the hilltops Fred could only see flames from the forest fire. The fire is _____.,ablaze,out,2,ablaze,out,choiceA,{{choiceA}}
XH7FWCGRRXDJ,leg,dead,healthy,worms,movement,Megan's leg has movement. The leg is _____.,healthy,dead,2,dead,healthy,choiceB,{{choiceB}}
FPMCK2P37RW2,column,empty,full,started,finished,Jane had just finished writing her column. The column is _____.,full,empty,2,full,empty,choiceA,{{choiceA}}
3MMFR6RXMZM2,bathtub,large,small,tons,cups,The bathtub holds tons of water. The bathtub is _____.,large,small,1,large,small,choiceA,{{choiceA}}
EZCVAWE2HAMP,skewer,long,replica,real,plastic,The skewer was made from real ingredients. The skewer is _____.,long,replica,1,replica,long,choiceB,{{choiceB}}
FWD4Z73KK6F6,hubcap,circular,pointed,moon,star,The hubcap's design is shaped like a star. The hubcap is _____.,pointed,circular,2,pointed,circular,choiceA,{{choiceA}}
76VNAHQ9VAC3,diving board,plastic,rock,pool,waterfall,The diving board was part of a pool. The diving board is _____.,plastic,rock,1,plastic,rock,choiceA,{{choiceA}}
XJKGQQWFXKTX,record,clear,full,nothing,music,Kat could hear nothing from the bedroom. The record is _____.,clear,full,1,clear,full,choiceA,{{choiceA}}
3MMFR6RXMZM2,windshield,clear,dirty,wind,rain,Ursula is driving through wind. The windshield is _____.,clear,dirty,1,dirty,clear,choiceB,{{choiceB}}
FWD4Z73KK6F6,coral,large,new,IMAX,ocean,Ashley looked at the coral in the ocean. The coral is _____.,new,large,2,large,new,choiceB,{{choiceA}}
76VNAHQ9VAC3,wax paper,thick,skinny,opaque,transparent,Cara used opaque wax paper for decoration. The wax paper is _____.,thick,skinny,1,skinny,thick,choiceB,{{choiceB}}
3MMFR6RXMZM2,coffeemaker,simple,complicated,minutes,hours,It took Mike a few minutes to learn all of the coffeemaker's functions. The coffeemaker is _____.,simple,complicated,1,complicated,simple,choiceB,{{choiceB}}
XJKGQQWFXKTX,mattress,warm,cold,sweated,froze,I sweated while sleeping on the mattress. The mattress is _____.,warm,cold,1,warm,cold,choiceA,{{choiceA}}
XH7FWCGRRXDJ,beetle,edible,inedible,cooked,exterminated,The chef cooked the beetle. The beetle is _____.,edible,inedible,1,inedible,edible,choiceB,{{choiceB}}
FPMCK2P37RW2,ping-pong table,endless,tiny,massive,miniature,We played on a massive ping-pong table. The ping-pong table is _____.,endless,tiny,1,endless,tiny,choiceA,{{choiceA}}
XH7FWCGRRXDJ,altar,high,low,stretch,bend,The priest had to bend to reach the altar. The altar is _____.,low,high,2,low,high,choiceA,{{choiceA}}
XH7FWCGRRXDJ,crib,empty,full,missing,sleeping,Susan went to get the baby from the crib but found him sleeping. The crib is _____.,full,empty,2,empty,full,choiceB,{{choiceB}}
HKXM7AJCMHJQ,hook,long,stumpy,reachable,unreachable,Hanging from the ceiling was unreachable. The hook is _____.,stumpy,long,2,long,stumpy,choiceB,{{choiceB}}
3MMFR6RXMZM2,car,empty,full,Nobody,Everyone,Nobody had been loaded in the car. The car is _____.,empty,full,1,empty,full,choiceA,{{choiceA}}
VNAQPVX4R36A,banjo,musical,discordant,tuned,broke,Rebecca sold her banjo after she broke it. The banjo is _____.,discordant,musical,2,musical,discordant,choiceB,{{choiceB}}
76VNAHQ9VAC3,bagpipe,musical,fake,real,prop,The play used a real bagpipe for the production. The bagpipe is _____.,musical,fake,1,fake,musical,choiceB,{{choiceB}}
76VNAHQ9VAC3,test tube,long,little,table,book,The test tube laid across the table. The test tube is _____.,long,little,1,long,little,choiceA,{{choiceA}}
3MMFR6RXMZM2,hood,open,closed,repairing,driving,Frank is driving his car. The hood is _____.,closed,open,2,closed,open,choiceA,{{choiceA}}
3MMFR6RXMZM2,gift,free,expensive,nothing,loads,I spent loads on her birthday gift. The gift is _____.,expensive,free,2,free,expensive,choiceB,{{choiceB}}
FPMCK2P37RW2,lightning bug,extinct,alive,space,Earth,The lightning bug is in space. The lightning bug is _____.,extinct,alive,1,extinct,alive,choiceA,{{choiceA}}
EZCVAWE2HAMP,chessboard,flat,uneven,discolored,warped,"The water damage had left the chessboard discolored, but otherwise undamaged. The chessboard is _____.",flat,uneven,1,flat,uneven,choiceA,{{choiceA}}
FPMCK2P37RW2,cigarette holder,plastic,metal,thump,clink,The cigarette holder fell to the ground with a thump. The cigarette holder is _____.,plastic,metal,1,metal,plastic,choiceB,{{choiceB}}
FPMCK2P37RW2,silicone,stable,violate,smooth,cracked,"When he had finished the job, the plumber found that the silicone around the bath was smooth. The silicone is _____.",stable,violate,1,violate,stable,choiceB,{{choiceB}}
3MMFR6RXMZM2,hyena,prey,attacker,lion,lizard,The hyena is fighting a lizard. The hyena is _____.,attacker,prey,2,attacker,prey,choiceA,{{choiceA}}
3MMFR6RXMZM2,scalpel,long,short,deep,shallow,Sally's scalpel was best suited for making deep incissions. The scalpel is _____.,long,short,1,short,long,choiceB,{{choiceB}}
3MMFR6RXMZM2,hot tub,full,empty,occupied,unused,Alfred's gym hot tub was unused. The hot tub is _____.,empty,full,2,full,empty,choiceB,{{choiceB}}
FPMCK2P37RW2,jug,small,sizable,no,some,Mickey had some trouble lifting up the jug. The jug is _____.,sizable,small,2,small,sizable,choiceB,{{choiceB}}
76VNAHQ9VAC3,loveseat,there,removed,purchased,sold,Michelle purchased the loveseat. The loveseat is _____.,there,removed,1,there,removed,choiceA,{{choiceA}}
FPMCK2P37RW2,blanket,warm,cold,boy,snow,John's blanket is on the snow. The blanket is _____.,cold,warm,2,cold,warm,choiceA,{{choiceA}}
FWD4Z73KK6F6,towel,empty,full,fallen,wrapped,Mary's towel was wrapped around her. The towel is _____.,full,empty,2,empty,full,choiceB,{{choiceB}}
3MMFR6RXMZM2,fishhook,long,short,marlin,minnow,The fishhook could have caught a marlin. The fishhook is _____.,long,short,1,long,short,choiceA,{{choiceA}}
QHKQ32WVQEGN,mulch,dry,wet,drought,monsoon,There has been a drought. The mulch is _____.,dry,wet,1,dry,wet,choiceA,{{choiceA}}
FWD4Z73KK6F6,jug,small,large,ounce,liter,Jerry's jug can hold one ounce of liquid. The jug is _____.,small,large,1,small,large,choiceA,{{choiceA}}
FPMCK2P37RW2,paper,free,costly,donating,selling,Tina is selling the luxurious paper to people. The paper is _____.,costly,free,2,costly,free,choiceA,{{choiceA}}
QRFN2MNYRJMF,palm tree,extinct,existing,appalled,relieved,The scientists were relieved about the news for the palm tree. The palm tree is _____.,existing,extinct,2,existing,extinct,choiceA,{{choiceA}}
3MMFR6RXMZM2,cream,perfect,separating,new,old,Tina's milk from the store is old. The cream is _____.,separating,perfect,2,perfect,separating,choiceB,{{choiceB}}
EZCVAWE2HAMP,lobster,edible,inedible,sauce,barnacles,The lobster is covered in sauce. The lobster is _____.,edible,inedible,1,inedible,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,broccoli,edible,uneatable,green,purple,The broccoli was a bright purple. The broccoli is _____.,uneatable,edible,2,uneatable,edible,choiceA,{{choiceA}}
FWD4Z73KK6F6,marshmallow,edible,inedible,sugar,clay,Justina's marshmallow was made out of clay. The marshmallow is _____.,inedible,edible,2,inedible,edible,choiceA,{{choiceA}}
XH7FWCGRRXDJ,pasta,edible,toxic,happy,sick,Randy said the pasta made him happy. The pasta is _____.,edible,toxic,1,toxic,edible,choiceB,{{choiceB}}
FPMCK2P37RW2,desk,there,here,four,zero,My desk in math class was four rows away from where I stood. The desk is _____.,there,here,1,here,there,choiceB,{{choiceB}}
FPMCK2P37RW2,iron,iron,aluminum,heavy,light,The iron was designed to be heavy. The iron is _____.,iron,aluminum,1,aluminum,iron,choiceB,{{choiceB}}
3MMFR6RXMZM2,soup,hot,cold,stove,refrigerator,Thomas removed the soup from the refrigerator. The soup is _____.,cold,hot,2,hot,cold,choiceB,{{choiceB}}
FWD4Z73KK6F6,pill,poison,medicine,died,recovered,Susan tool the pills and recovered. The pill is _____.,medicine,poison,2,medicine,poison,choiceA,{{choiceA}}
FWD4Z73KK6F6,sand,soft,hard,smiled,yelped,Jason smiled when his feet touched the sand. The sand is _____.,soft,hard,1,soft,hard,choiceA,{{choiceA}}
VNAQPVX4R36A,blanket,warm,useless,on,broken,Charlotte's electric blanket was on. The blanket is _____.,warm,useless,1,warm,useless,choiceA,{{choiceA}}
3MMFR6RXMZM2,okra,edible,uneatable,nutritious,useless,The okra makes for a useless snack. The okra is _____.,uneatable,edible,2,edible,uneatable,choiceB,{{choiceB}}
3MMFR6RXMZM2,cornhusk,long,truncated,moved,chopped,Diane looked at the cornhusks after she moved them. The cornhusk is _____.,long,truncated,1,truncated,long,choiceB,{{choiceA}}
FPMCK2P37RW2,hubcap,circular,triangular,round,three-sided,The car needed a new three-sided hubcap. The hubcap is _____.,triangular,circular,2,circular,triangular,choiceB,{{choiceB}}
76VNAHQ9VAC3,minivan,expensive,inexpensive,lot,little,It cost Mary a lot of money to buy the minivan. The minivan is _____.,expensive,inexpensive,1,inexpensive,expensive,choiceB,{{choiceB}}
3MMFR6RXMZM2,yogurt,edible,inedible,two,forty,The yogurt's expiration date was forty days ago. The yogurt is _____.,inedible,edible,2,inedible,edible,choiceA,{{choiceA}}
3MMFR6RXMZM2,sorbet,edible,molly,pleased,repulsed,Bill was pleased by the old sorbet. The sorbet is _____.,edible,molly,1,molly,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,clove,edible,foul,chewy,mushy,The clove was very chewy. The clove is _____.,edible,foul,1,edible,foul,choiceA,{{choiceA}}
FPMCK2P37RW2,dumpling,edible,toxic,full,vomit,Eating the dumping will make you full. The dumpling is _____.,edible,toxic,1,edible,toxic,choiceA,{{choiceA}}
3MMFR6RXMZM2,wasp,important,trivial,clear,hostile,The wasp kees the area clear when looking for insects. The wasp is _____.,important,trivial,1,important,trivial,choiceA,{{choiceA}}
XH7FWCGRRXDJ,carrot,edible,inedible,tasty,radioactive,Susan found a carrot that was especially radioactive. The carrot is _____.,inedible,edible,2,edible,inedible,choiceB,{{choiceB}}
3MMFR6RXMZM2,oar,long,broken,just,half,The oar was just as long as the others. The oar is _____.,long,broken,1,broken,long,choiceB,{{choiceB}}
3MMFR6RXMZM2,scaffold,empty,full,noone,workers,There is noone upon the scaffold. The scaffold is _____.,empty,full,1,empty,full,choiceA,{{choiceA}}
XH7FWCGRRXDJ,chalice,empty,full,all,none,The queen drank none of the wine from the chalice. The chalice is _____.,full,empty,2,full,empty,choiceA,{{choiceA}}
XH7FWCGRRXDJ,omelet,simple,complex,three,twenty,The omelet included three different ingredients. The omelet is _____.,simple,complex,1,simple,complex,choiceA,{{choiceA}}
XH7FWCGRRXDJ,cobra,edible,inedible,eat,toss,Nelly decided she wanted to eat the cobra she found. The cobra is _____.,edible,inedible,1,edible,inedible,choiceA,{{choiceA}}
VNAQPVX4R36A,money,mine,theirs,I,They,They performed a job for pay. The money is _____.,theirs,mine,2,mine,theirs,choiceB,{{choiceB}}
EZCVAWE2HAMP,notebook,empty,filled,content,replacing,"Midway through the semester, my notebook needed replacing. The notebook is _____.",filled,empty,2,filled,empty,choiceA,{{choiceA}}
XH7FWCGRRXDJ,pita,large,small,extra,less,Jimbo ordered a pita with extra meat. The pita is _____.,large,small,1,large,small,choiceA,{{choiceA}}
3MMFR6RXMZM2,slot,empty,full,accepted,declined,"When I tried to apply for the program slot, my application was accepted. The slot is _____.",empty,full,1,full,empty,choiceB,{{choiceB}}
FWD4Z73KK6F6,peach,edible,toxic,delicious,radioactive,The peach was delicious. The peach is _____.,edible,toxic,1,toxic,edible,choiceB,{{choiceB}}
XH7FWCGRRXDJ,candy cane,candy,vegetable,sugar,carrots,Tim's mom made the candy cane from sugar so he would eat it. The candy cane is _____.,candy,vegetable,1,candy,vegetable,choiceA,{{choiceB}}
FPMCK2P37RW2,wine,good,bad,sweet,stale,The wine had a stale smell. The wine is _____.,bad,good,2,bad,good,choiceA,{{choiceA}}
XH7FWCGRRXDJ,crab,prey,aggressive,hiding,stalking,The crab was hiding in the grass. The crab is _____.,prey,aggressive,1,aggressive,prey,choiceB,{{choiceB}}
3MMFR6RXMZM2,spear,sharp,dull,cut,bruise,"Susan stabbed the bear with the spear, giving it a large bruise. The spear is _____.",dull,sharp,2,sharp,dull,choiceB,{{choiceB}}
FWD4Z73KK6F6,slide,free,expensive,found,credited,Regina credited the slide. The slide is _____.,expensive,free,2,free,expensive,choiceB,{{choiceB}}
FPMCK2P37RW2,stair,long,tiny,man,child,The stair fit the foot of a man. The stair is _____.,long,tiny,1,tiny,long,choiceB,{{choiceB}}
76VNAHQ9VAC3,biscuit,thin,fat,short,thick,The sandwich came on a short biscuit. The biscuit is _____.,thin,fat,1,thin,fat,choiceA,{{choiceB}}
FWD4Z73KK6F6,bassinet,large,small,Five,Two ,Todd  could fit Five loaves of bread in the bassinet. The bassinet is _____.,large,small,1,small,large,choiceB,{{choiceB}}
XH7FWCGRRXDJ,jukebox,simple,streamlined,corners,lines,Bill ran his hand along the polished lines of the antique jukebox. The jukebox is _____.,streamlined,simple,2,streamlined,simple,choiceA,{{choiceA}}
FPMCK2P37RW2,skin,smooth,coarse,silk,sandpaper,His skin felt like sandpaper. The skin is _____.,coarse,smooth,2,coarse,smooth,choiceA,{{choiceA}}
3MMFR6RXMZM2,wreath,heavy,light,wood,plastic,Tina made her wreath this year from wood. The wreath is _____.,heavy,light,1,light,heavy,choiceB,{{choiceB}}
3MMFR6RXMZM2,thread,thin,girth,easy,hard,The thread was easy to put the needle hole. The thread is _____.,thin,girth,1,girth,thin,choiceB,{{choiceB}}
XH7FWCGRRXDJ,marble,precious,ruined,priceless,nothing,The value of the marble was nothing after getting it cleaned. The marble is _____.,ruined,precious,2,precious,ruined,choiceB,{{choiceB}}
FWD4Z73KK6F6,scooter,portable,heavy,arm,forklift,Sarah could pick up the scooter with her forklift. The scooter is _____.,heavy,portable,2,heavy,portable,choiceA,{{choiceA}}
FPMCK2P37RW2,aardvark,extinct,alive,stopped,accelerating,The aardvark had stopped breeding for decades. The aardvark is _____.,extinct,alive,1,alive,extinct,choiceB,{{choiceB}}
76VNAHQ9VAC3,ballot box,open,closed,inside,outside,Ted put the envelope outside the ballot box. The ballot box is _____.,closed,open,2,open,closed,choiceB,{{choiceB}}
FPMCK2P37RW2,lens,transparent,solid,safe,injured,Vera put her sunglasses on while driving and was injured. The lens is _____.,solid,transparent,2,solid,transparent,choiceA,{{choiceA}}
EZCVAWE2HAMP,ant,alive,dead,annoyed,crushed,The and was annoyed by the boot. The ant is _____.,alive,dead,1,alive,dead,choiceA,{{choiceA}}
FPMCK2P37RW2,caramel,orange,brown,discolored,well,The caramel I made turned out discolored. The caramel is _____.,orange,brown,1,brown,orange,choiceB,{{choiceB}}
3MMFR6RXMZM2,soda,edible,expired,unopened,ancient,Bill's soda was ancient. The soda is _____.,expired,edible,2,edible,expired,choiceB,{{choiceB}}
FWD4Z73KK6F6,locker,empty,full,cleaned,decorated,The swim team captain cleaned the inside of his locker. The locker is _____.,empty,full,1,empty,full,choiceA,{{choiceA}}
FPMCK2P37RW2,balloon,hot,cold,sun,snow,The balloon was left outside in the sun. The balloon is _____.,hot,cold,1,cold,hot,choiceB,{{choiceB}}
3MMFR6RXMZM2,hairspray,expensive,ordinary,Oribe,L'Oreal,Richard brought home some L'Oreal hairspray. The hairspray is _____.,ordinary,expensive,2,expensive,ordinary,choiceB,{{choiceB}}
3MMFR6RXMZM2,lime,edible,poisonous,full,unwell,After eating the lime Jane was unwell. The lime is _____.,poisonous,edible,2,edible,poisonous,choiceB,{{choiceB}}
FPMCK2P37RW2,orangutan,extinct,alive,quit,exist,Activists for the orangutan exist. The orangutan is _____.,alive,extinct,2,extinct,alive,choiceB,{{choiceB}}
FWD4Z73KK6F6,swimsuit,transparent,appropriate,horrified,comforted,The nuns were comforted by her swimsuit. The swimsuit is _____.,appropriate,transparent,2,appropriate,transparent,choiceA,{{choiceA}}
3MMFR6RXMZM2,thumb,swollen,okay,metal,cloth,Brians's thumb was hit by a cloth ball when playing around. The thumb is _____.,okay,swollen,2,swollen,okay,choiceB,{{choiceB}}
EZCVAWE2HAMP,fireplace,empty,full,unused,used,The fireplace was used. The fireplace is _____.,full,empty,2,empty,full,choiceB,{{choiceB}}
EZCVAWE2HAMP,thread,thin,girth,easy,hard,The thread was hard to put the needle hole. The thread is _____.,girth,thin,2,girth,thin,choiceA,{{choiceA}}
FPMCK2P37RW2,soup,ready,unprepared,finished,uncooked,The pot was filled with uncooked soup. The soup is _____.,unprepared,ready,2,ready,unprepared,choiceB,{{choiceB}}
EZCVAWE2HAMP,vest,long,small,tails,shrunk,Patrick's vest has shrunk. The vest is _____.,small,long,2,small,long,choiceA,{{choiceA}}
XH7FWCGRRXDJ,mailbox,empty,full,took,placed,The postman placed the mail in the mailbox. The mailbox is _____.,full,empty,2,full,empty,choiceA,{{choiceA}}
FPMCK2P37RW2,bin,empty,full,finger,forklift,I was able to carry the bin with one finger. The bin is _____.,empty,full,1,empty,full,choiceA,{{choiceA}}
XH7FWCGRRXDJ,cilantro,edible,inedible,happy,sad,Sarah was sad that she had added the cilantro to her meal. The cilantro is _____.,inedible,edible,2,edible,inedible,choiceB,{{choiceB}}
FWD4Z73KK6F6,peppermint,poisonous,maintained,sick,well,Matt felt sick after eating a peppermint. The peppermint is _____.,poisonous,maintained,1,maintained,poisonous,choiceB,{{choiceB}}
3MMFR6RXMZM2,grass,short,long,grow,mow,I'll have to mow it or the Homeowner's Association will complain. The grass is _____.,long,short,2,short,long,choiceB,{{choiceB}}
FPMCK2P37RW2,chihuahua,extinct,plentiful,absent,everywhere,Chihuahuas are everywhere. The chihuahua is _____.,plentiful,extinct,2,plentiful,extinct,choiceA,{{choiceA}}
FPMCK2P37RW2,steak,good,bad,first,last,The steak was chosen first by the experienced chefs. The steak is _____.,good,bad,1,bad,good,choiceB,{{choiceB}}
EZCVAWE2HAMP,fire pit,empty,stuffed,gone,blazing,Leonard's fire is blazing in the fire pit. The fire pit is _____.,stuffed,empty,2,empty,stuffed,choiceB,{{choiceB}}
XH7FWCGRRXDJ,dish,edible,rotten,healthy,repulsive,Nick thought today's breakfast repulsive. The dish is _____.,rotten,edible,2,rotten,edible,choiceA,{{choiceA}}
QHKQ32WVQEGN,tulip,edible,toxic,hit,disaster,Susan's cake made with real tulips was a hit. The tulip is _____.,edible,toxic,1,edible,toxic,choiceA,{{choiceA}}
3MMFR6RXMZM2,blackberry,edible,rancid,plump,shriveled,The blackberry was plump. The blackberry is _____.,edible,rancid,1,rancid,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,pastry,delicious,gross,love,hate,I gave her the pastry because I love her. The pastry is _____.,delicious,gross,1,gross,delicious,choiceB,{{choiceB}}
3MMFR6RXMZM2,buffet,open,closed,full,hungry,Susan went to the buffet and left hungry. The buffet is _____.,closed,open,2,open,closed,choiceB,{{choiceB}}
3MMFR6RXMZM2,locker,empty,full,cleaned,decorated,The swim team captain decorated the inside of his locker. The locker is _____.,full,empty,2,empty,full,choiceB,{{choiceB}}
3MMFR6RXMZM2,scoop,easy,hard,simple,challenging,I found it challenging to use the scoop. The scoop is _____.,hard,easy,2,easy,hard,choiceB,{{choiceB}}
3MMFR6RXMZM2,honey,good,bad,sweet,bitter,The honey is sweet. The honey is _____.,good,bad,1,bad,good,choiceB,{{choiceB}}
EZCVAWE2HAMP,chalice,gold,silver,steel,stone,The chalice is composed of steel. The chalice is _____.,gold,silver,1,gold,silver,choiceA,{{choiceB}}
XH7FWCGRRXDJ,sock,long,small,oversized,childlike,Bring me the sock that fits my oversized foot. The sock is _____.,long,small,1,small,long,choiceB,{{choiceB}}
FWD4Z73KK6F6,cocktail,simple,complicated,common,exquisite,The bartender quiclly made the common cocktail. The cocktail is _____.,simple,complicated,1,complicated,simple,choiceB,{{choiceB}}
FPMCK2P37RW2,mouse,small,huge,button,dog,The mouse was the size of a button as it scampered through the kitchen. The mouse is _____.,small,huge,1,small,huge,choiceA,{{choiceA}}
XH7FWCGRRXDJ,couch,empty,occupied,near,on,Everyone was sitting on the couch. The couch is _____.,occupied,empty,2,occupied,empty,choiceA,{{choiceA}}
76VNAHQ9VAC3,berry,edible,inedible,juicy,sour,The berry in the garden smelled juicy. The berry is _____.,edible,inedible,1,edible,inedible,choiceA,{{choiceA}}
3MMFR6RXMZM2,toucan,extinct,alive,gone,flourishing,The toucan is gone in this forest. The toucan is _____.,extinct,alive,1,alive,extinct,choiceB,{{choiceB}}
EZCVAWE2HAMP,hot-water bottle,plastic,metal,inexpensive,luxurious,Tyler's mom bought him an luxurious hot-water bottle. The hot-water bottle is _____.,metal,plastic,2,metal,plastic,choiceA,{{choiceA}}
XH7FWCGRRXDJ,melon,edible,stinky,freezer,garbage,Jackie had thrown the melon into the garbage. The melon is _____.,stinky,edible,2,edible,stinky,choiceB,{{choiceB}}
EZCVAWE2HAMP,coffee pot,empty,full,discarded,poured,Ingrid woke up and discarded coffee from the coffee pot. The coffee pot is _____.,empty,full,1,full,empty,choiceB,{{choiceB}}
3MMFR6RXMZM2,harness,heavy,light,sturdy,thin,John thought the harness felt thin. The harness is _____.,light,heavy,2,heavy,light,choiceB,{{choiceB}}
EZCVAWE2HAMP,cap,convex,concave,repelled,captured,The curve of the cap repelled the rain. The cap is _____.,convex,concave,1,concave,convex,choiceB,{{choiceB}}
EZCVAWE2HAMP,board,empty,full,erased,colored,"In the classroom, the students had colored the board. The board is _____.",full,empty,2,full,empty,choiceA,{{choiceA}}
EZCVAWE2HAMP,ram,large,tiny,castle,garden,The battering ram was big enough to take down a castle gate. The ram is _____.,large,tiny,1,large,tiny,choiceA,{{choiceA}}
XH7FWCGRRXDJ,shield,round,square,curve,corner,Phil cried out when he cut his finger on the corner of the shield. The shield is _____.,square,round,2,round,square,choiceB,{{choiceB}}
FPMCK2P37RW2,tiger,extinct,alive,never,often,Tigers were often seen in the wild. The tiger is _____.,alive,extinct,2,extinct,alive,choiceB,{{choiceB}}
3MMFR6RXMZM2,braid,long,small,waist,neck,"After styling, Anna's hair braid almost reached her waist. The braid is _____.",long,small,1,small,long,choiceB,{{choiceB}}
QHKQ32WVQEGN,string cheese,edible,inedible,refrigerated,discared,Don's string cheese has been refrigerated. The string cheese is _____.,edible,inedible,1,edible,inedible,choiceA,{{choiceA}}
3MMFR6RXMZM2,towel,warm,freezing,stove,ice,Patricia left the towel on the stove. The towel is _____.,warm,freezing,1,freezing,warm,choiceB,{{choiceB}}
FPMCK2P37RW2,canoe,portable,overbearing,toy,adult,The child attempted to lift the toy canoe. The canoe is _____.,portable,overbearing,1,overbearing,portable,choiceB,{{choiceB}}
XH7FWCGRRXDJ,humvee,long,little,enormous,toy,Jeanette ran behind the toy humvee. The humvee is _____.,little,long,2,little,long,choiceA,{{choiceA}}
FPMCK2P37RW2,buffet,free,expensive,skip,attend,Susan could no afford to attend the buffet. The buffet is _____.,expensive,free,2,expensive,free,choiceA,{{choiceA}}
3MMFR6RXMZM2,cardigan,long,cut,finished ,incomplete,Margaret's cardigan is finished . The cardigan is _____.,long,cut,1,cut,long,choiceB,{{choiceA}}
3MMFR6RXMZM2,foam,transparent,cloudy,allowed,blcoked,Mark had a foam gun that allowed people taking pictures. The foam is _____.,transparent,cloudy,1,cloudy,transparent,choiceB,{{choiceA}}
