Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	biased_context_prompt	adversarial_context_prompt
fire	there	here	elsewhere	nearby	The fire blazed madly elsewhere. The fire is ____.	The fire blazed madly nearby. The fire is ____.
hubcap	circular	square	matched	differed 	The car's new hubcap matched the shape of the wheel. The hubcap is ____.	The car's new hubcap differed  the shape of the wheel. The hubcap is ____.
hedgehog	edible	inedible	cooked	decomposing	The hedgehog has been cooked. The hedgehog is ____.	The hedgehog has been decomposing. The hedgehog is ____.
powder	explosive	innocuous	incendiary	harmless	Combining different chemicals and materials with powder may render it as incendiary. The powder is ____.	Combining different chemicals and materials with powder may render it as harmless. The powder is ____.
plaster cast	original	fake	Hard	Soft	Jill's cast felt Hard when she broke her arm. The plaster cast is ____.	Jill's cast felt Soft when she broke her arm. The plaster cast is ____.
cactus	edible	toxic	afternoon	hallucination	Mike are the strange looking cactus and had an amazing afternoon. The cactus is ____.	Mike are the strange looking cactus and had an amazing hallucination. The cactus is ____.
baby	healthy	unhealthy	hiccups	mumps	Martina's baby has a case of the hiccups. The baby is ____.	Martina's baby has a case of the mumps. The baby is ____.
dish	edible	rotten	healthy	repulsive	Nick thought today's breakfast healthy. The dish is ____.	Nick thought today's breakfast repulsive. The dish is ____.
altar	high	low	stretch	bend	The priest had to stretch to reach the altar. The altar is ____.	The priest had to bend to reach the altar. The altar is ____.
ice cream	cold	melted	freezer	oven	Mike left the ice cream in the freezer overnight. The ice cream is ____.	Mike left the ice cream in the oven overnight. The ice cream is ____.
eggshell	transparent	opaque	interior	surface	Mike was able to see the interior of the egg. The eggshell is ____.	Mike was able to see the surface of the egg. The eggshell is ____.
spam	harmless	allergen	ordered	avoided	Millie ordered the spam for her allergy-ridden son. The spam is ____.	Millie avoided the spam for her allergy-ridden son. The spam is ____.
chute	straight	crooked	aligned	angled	When cleaning the chute, you will need an aligned mop. The chute is ____.	When cleaning the chute, you will need an angled mop. The chute is ____.
pomegranate	edible	inedible	fresh	rotten	I picked up a fresh pomegranate. The pomegranate is ____.	I picked up a rotten pomegranate. The pomegranate is ____.
beetle	poisonous	non-toxic	antidote	water	Alan was given antidote after being bitten by a beetle. The beetle is ____.	Alan was given water after being bitten by a beetle. The beetle is ____.
photo booth	empty	full	silent	loud	At the mall, the photo booth was silent. The photo booth is ____.	At the mall, the photo booth was loud. The photo booth is ____.
stew	delicious	revolting	fresh	spoiled	The stew was made from fresh vegetables. The stew is ____.	The stew was made from spoiled vegetables. The stew is ____.
sloth	edible	inedible	full	nauseous	Jack felt full after eating the roasted sloth. The sloth is ____.	Jack felt nauseous after eating the roasted sloth. The sloth is ____.
latte	hot	chilled	regular	iced	Mary ordered a regular latte. The latte is ____.	Mary ordered a iced latte. The latte is ____.
tattoo	there	missing	expanded	removed	Esther expanded her tattoo. The tattoo is ____.	Esther removed her tattoo. The tattoo is ____.
lingerie	available	sold	bin	sack	Janet found the lingerie in a bin. The lingerie is ____.	Janet found the lingerie in a sack. The lingerie is ____.
exhaust pipe	straight	bent	linear	curved	The exhaust pipe was linear. The exhaust pipe is ____.	The exhaust pipe was curved. The exhaust pipe is ____.
cooker	hot	cold	red	black	The burner under the cooker is red. The cooker is ____.	The burner under the cooker is black. The cooker is ____.
razor blade	straight	bent	clean	rough	Billy has a clean shave with his razor this morning. The razor blade is ____.	Billy has a rough shave with his razor this morning. The razor blade is ____.
chalice	empty	full	all	none	The queen drank all of the wine from the chalice. The chalice is ____.	The queen drank none of the wine from the chalice. The chalice is ____.
diaper	wet	dry	hours	minutes	The baby has had the diaper on for five hours. The diaper is ____.	The baby has had the diaper on for five minutes. The diaper is ____.
teabag	empty	filled	lite	heavy	Mike noticed the teabag was very lite. The teabag is ____.	Mike noticed the teabag was very heavy. The teabag is ____.
nose	long	stubby	large	small	Bill had a very large nose. The nose is ____.	Bill had a very small nose. The nose is ____.
trophy	empty	full	desk	sea	The trophy was under the desk. The trophy is ____.	The trophy was under the sea. The trophy is ____.
papaya	edible	dangerous	friend	enemy	The papaya was grown by a friend. The papaya is ____.	The papaya was grown by a enemy. The papaya is ____.
strawberry	edible	slimy	garden	garbage	John's strawberry is in his garden. The strawberry is ____.	John's strawberry is in his garbage. The strawberry is ____.
satellite dish	circular	triangular	curve	corner	Jane touched the outer curve of the satellite dish. The satellite dish is ____.	Jane touched the outer corner of the satellite dish. The satellite dish is ____.
paper	free	expensive	available	sold	The office said the fancy paper was available to new employees. The paper is ____.	The office said the fancy paper was sold to new employees. The paper is ____.
folder	open	shut	accessed	zipped	Bob's computer folder was accessed. The folder is ____.	Bob's computer folder was zipped. The folder is ____.
backpack	empty	full	light	heavy	Jill's backpack was light. The backpack is ____.	Jill's backpack was heavy. The backpack is ____.
chili	edible	toxic	teaspoon	cup	The chili had a teaspoon of minced Carolina Reapers. The chili is ____.	The chili had a cup of minced Carolina Reapers. The chili is ____.
candle	light	heavy	stuck	sank	The candle stuck into the birthday cake. The candle is ____.	The candle sank into the birthday cake. The candle is ____.
bonnet	long	miniature	cow	duck	The bonnet is made for a cow. The bonnet is ____.	The bonnet is made for a duck. The bonnet is ____.
cheetah	extinct	alive	zero	thousands	There were zero of cheetahs born in the last three decades. The cheetah is ____.	There were thousands of cheetahs born in the last three decades. The cheetah is ____.
makeup	perfect	poor	gorgeous	unalluring	Kerri went to a professional makeup artist and she ended up looking gorgeous. The makeup is ____.	Kerri went to a professional makeup artist and she ended up looking unalluring. The makeup is ____.
satellite dish	circular	square	collects	drips	When it rains the satellite dish collects water at the side. The satellite dish is ____.	When it rains the satellite dish drips water at the side. The satellite dish is ____.
aquarium	open	closed	off	on	The lid was off the aquarium. The aquarium is ____.	The lid was on the aquarium. The aquarium is ____.
roulette wheel	round	angular	standard	strange	Jane couldnt help but notice how standard the roulette wheel looked. The roulette wheel is ____.	Jane couldnt help but notice how strange the roulette wheel looked. The roulette wheel is ____.
chickpea	extinct	extant	decades	days	Susan had not seen a chickpea in these parts for decades. The chickpea is ____.	Susan had not seen a chickpea in these parts for days. The chickpea is ____.
lumber	valuable	common	expensive	general	The man carefully stored the expensive in the shed. The lumber is ____.	The man carefully stored the general in the shed. The lumber is ____.
twig	long	stubby	far	short	The twig was able to reach a far distance. The twig is ____.	The twig was able to reach a short distance. The twig is ____.
snail	poisonous	harmless	frightened	interested	When I gave her the snail she was frightened. The snail is ____.	When I gave her the snail she was interested. The snail is ____.
neck	long	short	giraffe	boy	Robert is a giraffe. The neck is ____.	Robert is a boy. The neck is ____.
reel	complete	incomplete	included	missed	The reel included the fishing line. The reel is ____.	The reel missed the fishing line. The reel is ____.
pizza	good	terrible	delivery	frozen	The pizza was delivery. The pizza is ____.	The pizza was frozen. The pizza is ____.
tiara	gold	platinum	yellow	silver	Dina's princess tiara has a reflection that is yellow. The tiara is ____.	Dina's princess tiara has a reflection that is silver. The tiara is ____.
patty	edible	rotten	great	terrible	Susan thought the patty smelled great. The patty is ____.	Susan thought the patty smelled terrible. The patty is ____.
harness	heavy	small	burdensome	nonexistent	The weight of the harness is burdensome. The harness is ____.	The weight of the harness is nonexistent. The harness is ____.
nail polish	expensive	free	Chanel	Mary	Jenny got her new nail polish from Chanel. The nail polish is ____.	Jenny got her new nail polish from Mary. The nail polish is ____.
balance beam	horizontal	vertical	walked	fell  	The dancer went on the balance beam and walked along the top. The balance beam is ____.	The dancer went on the balance beam and fell   along the top. The balance beam is ____.
ski pole	vertical	flat	into	under	The ski pole was stuck into the snow drift. The ski pole is ____.	The ski pole was stuck under the snow drift. The ski pole is ____.
boy	alone	accompanied	unattended	partnered	The boy went to his room unattended. The boy is ____.	The boy went to his room partnered. The boy is ____.
skin	dry	moist	itchy	soft	Jackie's skin was itchy. The skin is ____.	Jackie's skin was soft. The skin is ____.
pepper	edible	harmful	ground	rotten	Tim made chili with ground pepper. The pepper is ____.	Tim made chili with rotten pepper. The pepper is ____.
harp	musical	harsh	rapturous	clashing	Tina listened to the rapturous harp. The harp is ____.	Tina listened to the clashing harp. The harp is ____.
cage	empty	stuffed	light	heavy	The baggage handlers noticed that the animal cage was very light. The cage is ____.	The baggage handlers noticed that the animal cage was very heavy. The cage is ____.
dagger	long	small	succumbed	survived	Leonardo had succumbed after a dagger stab to his chest. The dagger is ____.	Leonardo had survived after a dagger stab to his chest. The dagger is ____.
power line	underground	strung	down	up	The men went down the ladder to fix the power line. The power line is ____.	The men went up the ladder to fix the power line. The power line is ____.
hot-water bottle	plastic	metal	inexpensive	luxurious	Tyler's mom bought him an inexpensive hot-water bottle. The hot-water bottle is ____.	Tyler's mom bought him an luxurious hot-water bottle. The hot-water bottle is ____.
bun	optional	required	available	obligatory	They have a bun with a burger that is available. The bun is ____.	They have a bun with a burger that is obligatory. The bun is ____.
horseshoe	universal	specific	any	this	Mike could use any horseshoe. The horseshoe is ____.	Mike could use this horseshoe. The horseshoe is ____.
closet	open	closed	shelves	door	Phillip wanted to be able to see the closet shelves. The closet is ____.	Phillip wanted to be able to see the closet door. The closet is ____.
tuxedo	traditional	untraditional	generic	updated	I prefer the generic tuxedo. The tuxedo is ____.	I prefer the updated tuxedo. The tuxedo is ____.
briefcase	empty	closed	distributed	guarded	Bill distributed the papers in his briefcase. The briefcase is ____.	Bill guarded the papers in his briefcase. The briefcase is ____.
weed	edible	poisonous	dandelion	monkshood	The weed is a dandelion. The weed is ____.	The weed is a monkshood. The weed is ____.
pasta	edible	inedible	eaten	criticized	The chef's pasta was quickly eaten. The pasta is ____.	The chef's pasta was quickly criticized. The pasta is ____.
bracket	empty	used	free	taken	The sign said the bracket was free. The bracket is ____.	The sign said the bracket was taken. The bracket is ____.
seafood	good	disgusting	ate	discarded	May happily ate the plate of seafood. The seafood is ____.	May happily discarded the plate of seafood. The seafood is ____.
hay	cold	scalding	snow	cauldron	The hay was in the snow. The hay is ____.	The hay was in the cauldron. The hay is ____.
goalpost	vertical	horizontal	perpendicular	parallel	The goalpost is perpendicular to the ground. The goalpost is ____.	The goalpost is parallel to the ground. The goalpost is ____.
stem	smooth	rough	daisy	rose	Mike examined the stem of the daisy. The stem is ____.	Mike examined the stem of the rose. The stem is ____.
wreck	there	missing	explored	sought	The scuba divers explored the sunken ship. The wreck is ____.	The scuba divers sought the sunken ship. The wreck is ____.
hay	dry	wet	flammable	inflammable	We found out the hay is flammable. The hay is ____.	We found out the hay is inflammable. The hay is ____.
loveseat	there	delivered	department	online	Mark ordered the newest loveseat at the department store. The loveseat is ____.	Mark ordered the newest loveseat at the online store. The loveseat is ____.
incubator	portable	immobile	storage	lab	Remo took the samples down to the storage room to incubate. The incubator is ____.	Remo took the samples down to the lab room to incubate. The incubator is ____.
dough	thin	thick	skinny	chubby	I threw out the dough as I had made it too skinny. The dough is ____.	I threw out the dough as I had made it too chubby. The dough is ____.
worm	alive	dead	missed	devoured	The fish missed the worm. The worm is ____.	The fish devoured the worm. The worm is ____.
throne	vacant	occupied	cleaned	used	The king's throne was being cleaned during lunch. The throne is ____.	The king's throne was being used during lunch. The throne is ____.
jewelry	expensive	affordable	fine	cheap	Donna likes to wear fine jewelry. The jewelry is ____.	Donna likes to wear cheap jewelry. The jewelry is ____.
notepad	empty	full	erased	wrote	Carlos erased his notes in the notepad. The notepad is ____.	Carlos wrote his notes in the notepad. The notepad is ____.
snorkel	portable	immobile	elsewhere	nowhere	We were able to take the snorkel elsewhere. The snorkel is ____.	We were able to take the snorkel nowhere. The snorkel is ____.
soda fountain	popular	unknown	crowded	empty	The soda fountain is always crowded. The soda fountain is ____.	The soda fountain is always empty. The soda fountain is ____.
stuffing	good	bad	made	ruined	Jane thought that the stuffing had made the meal. The stuffing is ____.	Jane thought that the stuffing had ruined the meal. The stuffing is ____.
sunflower	edible	poisonous	chocolate	oil	Richard spilled chocolate on the sunflower in his garden. The sunflower is ____.	Richard spilled oil on the sunflower in his garden. The sunflower is ____.
mailbox	open	closed	overflowing 	scanty	Shayla retrieved the mail from the overflowing  mailbox. The mailbox is ____.	Shayla retrieved the mail from the scanty mailbox. The mailbox is ____.
panther	prey	hunting	scared	hungry	Bill saw a scared look in the panther's eye. The panther is ____.	Bill saw a hungry look in the panther's eye. The panther is ____.
headdress	optional	mandatory	appropriate	inappropriate	It would be appropriate to skip wearing the headdress this time. The headdress is ____.	It would be inappropriate to skip wearing the headdress this time. The headdress is ____.
cupcake	edible	toxic	chocolate	cyanide	Jane filled the cupcakes with chocolate. The cupcake is ____.	Jane filled the cupcakes with cyanide. The cupcake is ____.
mat	empty	occupied	perfect	uncomfortable	The cat considered the flat perfect for sleeping. The mat is ____.	The cat considered the flat uncomfortable for sleeping. The mat is ____.
bra	optional	compulsory	permitted	required	It is permitted to wear the bra. The bra is ____.	It is required to wear the bra. The bra is ____.
ironing board	wooden	cloth	hard	soft	Mark went to the store to decide to buy a hard Iron board. The ironing board is ____.	Mark went to the store to decide to buy a soft Iron board. The ironing board is ____.
kazoo	musical	smashed	melodious	destroyed	Frank picked up the melodious kazoo. The kazoo is ____.	Frank picked up the destroyed kazoo. The kazoo is ____.
gift	free	expensive	nothing	loads	I spent nothing on her birthday gift. The gift is ____.	I spent loads on her birthday gift. The gift is ____.
folder	empty	occupied	dumped	filled	Bill had already dumped the folder. The folder is ____.	Bill had already filled the folder. The folder is ____.
crepe	edible	poisonous	left	died	When the rat took a bite of the crepe he left. The crepe is ____.	When the rat took a bite of the crepe he died. The crepe is ____.
loveseat	there	shipped	porch 	truck	Frank got an email saying the loveseat was on the porch . The loveseat is ____.	Frank got an email saying the loveseat was on the truck. The loveseat is ____.
olive	edible	indigestible	healthy	unhealthy	Eating the olive is healthy for your digestive system. The olive is ____.	Eating the olive is unhealthy for your digestive system. The olive is ____.
pasta	edible	poisonous	delight	danger	Norbert's pasta dish was a delight to all. The pasta is ____.	Norbert's pasta dish was a danger to all. The pasta is ____.
butter	warm	cold	scalded	froze	Alice yanked her hand away in shock as the butter scalded her hand. The butter is ____.	Alice yanked her hand away in shock as the butter froze her hand. The butter is ____.
beetle	poisonous	safe	terror	confidence	Ashley let the beetle walk on her arm with terror. The beetle is ____.	Ashley let the beetle walk on her arm with confidence. The beetle is ____.
paper plate	empty	full	dropped	dumped	Jim took the paper plate and dropped it in the trash can. The paper plate is ____.	Jim took the paper plate and dumped it in the trash can. The paper plate is ____.
raccoon	intelligent	unintelligent	open	closed	The lid on the trash can near the raccoon was open. The raccoon is ____.	The lid on the trash can near the raccoon was closed. The raccoon is ____.
leopard	extinct	alive	widely	never	The leopard was widely seen by the humans. The leopard is ____.	The leopard was never seen by the humans. The leopard is ____.
scorpion	edible	delicious	Raw	Cooked	Living in the wild Brad ate scorpion meat Raw sometimes. The scorpion is ____.	Living in the wild Brad ate scorpion meat Cooked sometimes. The scorpion is ____.
scooter	portable	large	effortless	backbreaking	When Lilith broke her scooter, transporting it home was effortless. The scooter is ____.	When Lilith broke her scooter, transporting it home was backbreaking. The scooter is ____.
spam	harmless	contaminated	fine	rotten	Jim opened the year old spam and it looked fine. The spam is ____.	Jim opened the year old spam and it looked rotten. The spam is ____.
sandwich	good	bad	happy	sad	Bill was very happy to eat the sandwich. The sandwich is ____.	Bill was very sad to eat the sandwich. The sandwich is ____.
cage	empty	overflowing	deserted	overcrowded	Rebecca was concerned when she noticed the cage was deserted. The cage is ____.	Rebecca was concerned when she noticed the cage was overcrowded. The cage is ____.
hip	there	gone	appeared	vanished	When Kim looked for the hip, it had appeared. The hip is ____.	When Kim looked for the hip, it had vanished. The hip is ____.
champagne	good	awful	crisp	harsh	During the toast at midnight, the champagne was crisp. The champagne is ____.	During the toast at midnight, the champagne was harsh. The champagne is ____.
toilet	open	shut	horrible	fine	The smell from the toilet was horrible when cleaning it. The toilet is ____.	The smell from the toilet was fine when cleaning it. The toilet is ____.
camper	empty	overflowing	barren	overcrowded	We took a barren camper. The camper is ____.	We took a overcrowded camper. The camper is ____.
tongue	long	short	easily	not	Jill was easily able to lick the tip of her own nose. The tongue is ____.	Jill was not able to lick the tip of her own nose. The tongue is ____.
net	empty	stuffed	left	succeeded	Jane went fishing with a net and left. The net is ____.	Jane went fishing with a net and succeeded. The net is ____.
bow	long	broken	all	half	The bow was all its normal length. The bow is ____.	The bow was half its normal length. The bow is ____.
icicle	circular	rectangular	wheel	box	The icicle was formed inside a wheel. The icicle is ____.	The icicle was formed inside a box. The icicle is ____.
shell	transparent	opaque	easy	impossible	It was easy to see through the shell. The shell is ____.	It was impossible to see through the shell. The shell is ____.
giraffe	amphibious	mammalian	swimming	fornicating	Tim couldn't believe his eye when he saw the giraffe swimming. The giraffe is ____.	Tim couldn't believe his eye when he saw the giraffe fornicating. The giraffe is ____.
sled	heavy	thin	difficulty	ease	Mia could lift the sled with difficulty. The sled is ____.	Mia could lift the sled with ease. The sled is ____.
vending machine	free	expensive	vouchers	bills	The vending machine did not take coins, only vouchers. The vending machine is ____.	The vending machine did not take coins, only bills. The vending machine is ____.
hole	empty	filled	add	remove	To fix the hole we had to add soil. The hole is ____.	To fix the hole we had to remove soil. The hole is ____.
needle	sharp	dull	ease	difficulty	The needle penetrated with ease. The needle is ____.	The needle penetrated with difficulty. The needle is ____.
button	depressed	undisturbed	pushed	untouched	I noticed the button had been pushed. The button is ____.	I noticed the button had been untouched. The button is ____.
stake	high	low	see	trip	Gillian found she could not see over the stake. The stake is ____.	Gillian found she could not trip over the stake. The stake is ____.
stingray	edible	inedible	delicious	disgusting	My first time trying stingray as part of my meal turned out to be delicious. The stingray is ____.	My first time trying stingray as part of my meal turned out to be disgusting. The stingray is ____.
globe	empty	full	erased	painted	Kelly's globe has been erased. The globe is ____.	Kelly's globe has been painted. The globe is ____.
dogfood	edible	inedible	ate	sniffed	Kelly's puppy ate the dogfood. The dogfood is ____.	Kelly's puppy sniffed the dogfood. The dogfood is ____.
subway	underground	elevated	excavators	cranes	The tools for the subway projects where excavators. The subway is ____.	The tools for the subway projects where cranes. The subway is ____.
clock	wrong	right	inaccurate	correct	Gary's clock is inaccurate. The clock is ____.	Gary's clock is correct. The clock is ____.
asparagus	edible	unpalatable	refrigerator	garbage	I found the asparagus in the refrigerator. The asparagus is ____.	I found the asparagus in the garbage. The asparagus is ____.
zebra	extinct	alive	lost	popular	The book said the zebra is a lost mammal. The zebra is ____.	The book said the zebra is a popular mammal. The zebra is ____.
cloud	there	here	sea	house	Susan could see the cloud over the sea. The cloud is ____.	Susan could see the cloud over the house. The cloud is ____.
mail	free	expensive	no	several	It required no stamps for it to be sent. The mail is ____.	It required several stamps for it to be sent. The mail is ____.
garter	long	short	visible	hidden	Judy's garter is visible. The garter is ____.	Judy's garter is hidden. The garter is ____.
sheet	blank	full	erased	colored	Anne erased her sheet of paper. The sheet is ____.	Anne colored her sheet of paper. The sheet is ____.
windshield	clear	fogged	opaque	murky	The heat in the car caused the windshield to become opaque. The windshield is ____.	The heat in the car caused the windshield to become murky. The windshield is ____.
melon	edible	buggy	on	in	The beetles had gotten on the mellon. The melon is ____.	The beetles had gotten in the mellon. The melon is ____.
lemon	sweet	sour	organic	regular	The lemon for the lemonade was organic. The lemon is ____.	The lemon for the lemonade was regular. The lemon is ____.
shield	circular	square	curved	flat	Bill bumped his leg on the curved edge of the shield. The shield is ____.	Bill bumped his leg on the flat edge of the shield. The shield is ____.
llama	large	small	father	baby	The llama was a father. The llama is ____.	The llama was a baby. The llama is ____.
sloth	extinct	alive	mourned	enjoyed	The scientific community mourned the sloth. The sloth is ____.	The scientific community enjoyed the sloth. The sloth is ____.
sail	square	triangle	four	three	Rory's sail on her boat had four corners. The sail is ____.	Rory's sail on her boat had three corners. The sail is ____.
pasta	edible	toxic	happy	sick	Randy said the pasta made him happy. The pasta is ____.	Randy said the pasta made him sick. The pasta is ____.
cornhusk	extinct	farmed	Futuristic	Today's	Futuristic observers talked about the cornhusks. The cornhusk is ____.	Today's observers talked about the cornhusks. The cornhusk is ____.
burner	hot	cold	heated	placed	I heated a pot on the burner. The burner is ____.	I placed a pot on the burner. The burner is ____.
jar	empty	full	air	coins	Freddy's jar was holding air. The jar is ____.	Freddy's jar was holding coins. The jar is ____.
filter	transparent	sheer	normalized	clouded	Kyle's filter normalized his view. The filter is ____.	Kyle's filter clouded his view. The filter is ____.
water bottle	plastic	steel	burnable	noncombustible	The water bottle proved to be burnable when tossed into the fire. The water bottle is ____.	The water bottle proved to be noncombustible when tossed into the fire. The water bottle is ____.
stingray	poisonous	delicious	regret	enjoy	Most people would regret eating a stingray. The stingray is ____.	Most people would enjoy eating a stingray. The stingray is ____.
onion	edible	rotten	delicious	disgusting	Susan made a delicious soup using the onion. The onion is ____.	Susan made a disgusting soup using the onion. The onion is ____.
beehive	large	small	complicated 	simple	The beehive attached to our home called for a complicated  extermination process. The beehive is ____.	The beehive attached to our home called for a simple extermination process. The beehive is ____.
mango	edible	plastic	grocery	toy	Robin purchased the mango from the grocery store. The mango is ____.	Robin purchased the mango from the toy store. The mango is ____.
spider	edible	inedible	ate	fled	The man from the tribe ate the spider. The spider is ____.	The man from the tribe fled the spider. The spider is ____.
cabbage	edible	decorative	real	sculpted	Fritz realized the cabbage was real. The cabbage is ____.	Fritz realized the cabbage was sculpted. The cabbage is ____.
brooch	simple	ornate	hour	week	Bill assembled the brooch himself in a hour. The brooch is ____.	Bill assembled the brooch himself in a week. The brooch is ____.
pickle	edible	toxic	filling	poisonous	The pickle they gave me was filling. The pickle is ____.	The pickle they gave me was poisonous. The pickle is ____.
bike	mine	theirs	me	them	The bike in the garage was bought by me. The bike is ____.	The bike in the garage was bought by them. The bike is ____.
exerciser	human	mechanical	Arm	Pole	The row boat was push by an Arm at the lake. The exerciser is ____.	The row boat was push by an Pole at the lake. The exerciser is ____.
radio	free	expensive	giveaway	auction	John got the radio at an giveaway. The radio is ____.	John got the radio at an auction. The radio is ____.
cupcake	edible	inedible	delicious	repulsive	My husband said the cupcake I made was delicious. The cupcake is ____.	My husband said the cupcake I made was repulsive. The cupcake is ____.
handle	straight	curved	knife	scissors	Floris picked up the knife. The handle is ____.	Floris picked up the scissors. The handle is ____.
bone	hollow	solid	bird	elephant	This bone clearly came from a bird. The bone is ____.	This bone clearly came from a elephant. The bone is ____.
pan	hot	cool	painful	safe	It would be painful to touch the pan. The pan is ____.	It would be safe to touch the pan. The pan is ____.
jar	heavy	light	barely	easily	Susan was barely able to lift the large jar. The jar is ____.	Susan was easily able to lift the large jar. The jar is ____.
tarp	transparent	opaque	inside	surface	People could see the inside of Justin's tent made of a tarp. The tarp is ____.	People could see the surface of Justin's tent made of a tarp. The tarp is ____.
ice cream	delicious	melted	spoon	straw	They ate the ice cream with a spoon. The ice cream is ____.	They ate the ice cream with a straw. The ice cream is ____.
flask	empty	full	finished	filled	Jane had just finished the flask. The flask is ____.	Jane had just filled the flask. The flask is ____.
scone	edible	inedible	perfect	burned	Charlie opened the oven and his scones were perfect. The scone is ____.	Charlie opened the oven and his scones were burned. The scone is ____.
cinnamon	edible	contaminated	sugar	sand	Susan mixed the cinnamon with sugar. The cinnamon is ____.	Susan mixed the cinnamon with sand. The cinnamon is ____.
tuba	hollow	filled	loud	no	The tuba made loud  noises when he blew on the mouthpiece. The tuba is ____.	The tuba made no  noises when he blew on the mouthpiece. The tuba is ____.
golf club	private	open	inaccessible	available 	The golf club was inaccessible depending on member status. The golf club is ____.	The golf club was available  depending on member status. The golf club is ____.
shower	empty	full	out	in	Tim and Barb just got out the shower. The shower is ____.	Tim and Barb just got in the shower. The shower is ____.
ferry	free	expensive	government	users	The ferry fees are paid by the government. The ferry is ____.	The ferry fees are paid by the users. The ferry is ____.
stick	long	halved	just	not	After Mike was done with it the stick was just as big as it used to me. The stick is ____.	After Mike was done with it the stick was not as big as it used to me. The stick is ____.
marble	precious	ruined	priceless	nothing	The value of the marble was priceless after getting it cleaned. The marble is ____.	The value of the marble was nothing after getting it cleaned. The marble is ____.
pearl	there	missing	found	lost	We found the pearl. The pearl is ____.	We lost the pearl. The pearl is ____.
rim	round	sharp	rubbed	cut	Bill rubbed his finger on the rim. The rim is ____.	Bill cut his finger on the rim. The rim is ____.
harness	heavy	breezy	hurting	cool	Mike went climbing but realized his harness was hurting on his side. The harness is ____.	Mike went climbing but realized his harness was cool on his side. The harness is ____.
chocolate	delicious	awful	praised	insulted	The judge praised the chocolate. The chocolate is ____.	The judge insulted the chocolate. The chocolate is ____.
hot chocolate	hot	cold	steaming	icy	The waitress served the hot chocolate steaming. The hot chocolate is ____.	The waitress served the hot chocolate icy. The hot chocolate is ____.
belt	circular	angular	rotating	sticking	The serpentine belt was rotating around the gears. The belt is ____.	The serpentine belt was sticking around the gears. The belt is ____.
rubber band	elastic	stiff	stretchy	firm	I used a stretchy rubber band. The rubber band is ____.	I used a firm rubber band. The rubber band is ____.
cookie	delicious	revolting	butter	ants	The cookie had lots of butter. The cookie is ____.	The cookie had lots of ants. The cookie is ____.
skewer	sharp	dull	smooth	jagged	The hole in the meat that was left by the skewer was smooth. The skewer is ____.	The hole in the meat that was left by the skewer was jagged. The skewer is ____.
rim	round	angular	bucket	box	Linda picked up her bucket by the rim. The rim is ____.	Linda picked up her box by the rim. The rim is ____.
camcorder	portable	stuck	counter	website	Barry is looking at the camcorder at the store's counter. The camcorder is ____.	Barry is looking at the camcorder at the store's website. The camcorder is ____.
test tube	long	short	lengthy	stubby	Francine showed the lengthy test tube to Mark. The test tube is ____.	Francine showed the stubby test tube to Mark. The test tube is ____.
stretcher	portable	grounded	loose	screwed	Bill saw the bolts for the stretcher were loose in the holes. The stretcher is ____.	Bill saw the bolts for the stretcher were screwed in the holes. The stretcher is ____.
book	fiction	true	imaginative	researched	Critics praised Jane's highly imaginative book. The book is ____.	Critics praised Jane's highly researched book. The book is ____.
money	there	missing	found	gone	When I checked my wallet the money was found. The money is ____.	When I checked my wallet the money was gone. The money is ____.
ginger	edible	indigestible	superb	acidic	The chef declared the ginger superb. The ginger is ____.	The chef declared the ginger acidic. The ginger is ____.
barrette	flat	bent	against	around	The barrette laid against her head. The barrette is ____.	The barrette laid around her head. The barrette is ____.
yogurt	edible	spoiled	strawberries	cheese	The yogurt smelled like strawberries. The yogurt is ____.	The yogurt smelled like cheese. The yogurt is ____.
whiteboard	blank	cluttered	started	finished	Mike had just started writing the notes on the whiteboard. The whiteboard is ____.	Mike had just finished writing the notes on the whiteboard. The whiteboard is ____.
coin	gold	nickel	copper	dollar	I have been saving a copper coin. The coin is ____.	I have been saving a dollar coin. The coin is ____.
minivan	expensive	inexpensive	lot	little	It cost Mary a lot of money to buy the minivan. The minivan is ____.	It cost Mary a little of money to buy the minivan. The minivan is ____.
mongoose	prey	predatory	scared	dismissive	The mongoose was scared of all the other animals in its natural environment. The mongoose is ____.	The mongoose was dismissive of all the other animals in its natural environment. The mongoose is ____.
pine needle	long	short	inches	centimeters	Roger found a pine needle that was seven inches long. The pine needle is ____.	Roger found a pine needle that was seven centimeters long. The pine needle is ____.
trunk	open	closed	wet	fine	After it rained all the luggage in Bill's trunk was wet. The trunk is ____.	After it rained all the luggage in Bill's trunk was fine. The trunk is ____.
carousel	empty	full	dismal	crowded	Doreen got on the dismal carousel. The carousel is ____.	Doreen got on the crowded carousel. The carousel is ____.
treadmill	stationary	active	stopped	running	She stepped off the treadmill when it was stopped. The treadmill is ____.	She stepped off the treadmill when it was running. The treadmill is ____.
dumpster	empty	stuffed	stopped	drove	The trash truck just stopped by the dumpster. The dumpster is ____.	The trash truck just drove by the dumpster. The dumpster is ____.
raft	full	light	low	high	The raft was floating low in the water. The raft is ____.	The raft was floating high in the water. The raft is ____.
soda	bitter	sweet	acid	sugar	The soda was made with plenty of acid. The soda is ____.	The soda was made with plenty of sugar. The soda is ____.
star fruit	edible	rotten	dew	mold	The star fruit was covered in dew. The star fruit is ____.	The star fruit was covered in mold. The star fruit is ____.
