Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
computer screen	blank	working	dark	glowing	Kevin's computer screen was glowing. The computer screen is [MASK].	working	blank	2
abacus	circular	square	architects	mathematicians	The abacus was used by mathematicians. The abacus is [MASK].	square	circular	2
curb	high	small	blocked	undeterred	The boy was running and was undeterred by the curb. The curb is [MASK].	small	high	2
chalkboard	empty	full	cleaned	used	I found the chalkboard to be freshly used. The chalkboard is [MASK].	full	empty	2
cream	perfect	separating	new	old	Tina's milk from the store is old. The cream is [MASK].	separating	perfect	2
sunroof	open	closed	felt	avoided	Holly avoided the hail while she was driving. The sunroof is [MASK].	closed	open	2
cornmeal	edible	rotten	desert	sick	Mike's family got sick after eating the cornmeal. The cornmeal is [MASK].	rotten	edible	2
bassinet	large	small	Five	Two 	Todd  could fit Two  loaves of bread in the bassinet. The bassinet is [MASK].	small	large	2
buoy	empty	full	something	nothing	The buoy has space for nothing. The buoy is [MASK].	full	empty	2
bowling ball	spherical	crooked	rolled	bounced	The bowling ball bounced down the lane. The bowling ball is [MASK].	crooked	spherical	2
roadsweeper	human	nonsentient	friend	robot	The robot swept the road today. The roadsweeper is [MASK].	nonsentient	human	2
compass	true	off	north	east	Mike tested the compass and found it pointed due east. The compass is [MASK].	off	true	2
loveseat	empty	full	near	on	George is sitting on the loveseat. The loveseat is [MASK].	full	empty	2
pastry	edible	spoiled	delighted	revolted	The chef was revolted by the pastry. The pastry is [MASK].	spoiled	edible	2
shopping basket	empty	filled	finished	continued	Angela continued her shopping trip. The shopping basket is [MASK].	filled	empty	2
bikini	optional	compulsory	nude	covered	The guests were covered at the hot springs. The bikini is [MASK].	compulsory	optional	2
speedometer	accurate	inaccurate	moving	stuck	Adam noticed the speedometer was stuck as he increased his speed. The speedometer is [MASK].	inaccurate	accurate	2
breakfast	ready	unprepared	plate	stove	The breakfast was on the stove while max sat a the table. The breakfast is [MASK].	unprepared	ready	2
eggplant	edible	inedible	salt	gravel	The eggplant made had been cooked with gravel. The eggplant is [MASK].	inedible	edible	2
stem	smooth	sticky	healed	cut	Stem has been cut. The stem is [MASK].	sticky	smooth	2
blackberry	edible	poison	sugar	cyanide	The blackberry was dusted with cyanide. The blackberry is [MASK].	poison	edible	2
jalapeno	extinct	alive	unavailable	available	Jalapenos are available anywhere. The jalapeno is [MASK].	alive	extinct	2
cordon bleu	common	uncommon	easy	difficult	It is very difficult to find cordon bleu on a menu in this area. The cordon bleu is [MASK].	uncommon	common	2
door	open	closed	through	into	Mike walked into the door. The door is [MASK].	closed	open	2
jukebox	musical	dissonant	dance	cry	The sound of the jukebox made me want to cry. The jukebox is [MASK].	dissonant	musical	2
table	incomplete	finished	sanding	waxing	Molly is waxing the table. The table is [MASK].	finished	incomplete	2
chalkboard	empty	covered	lifeguard	teacher	The child pretended to be a teacher. The chalkboard is [MASK].	covered	empty	2
wagon	empty	stuffed	ease	difficulty	The oxen pulled the wagon with difficulty. The wagon is [MASK].	stuffed	empty	2
weed	edible	inedible	wonderful	terrible	Adding the weed to her soup gave it a terrible flavor. The weed is [MASK].	inedible	edible	2
canoe	portable	overbearing	toy	adult	The child attempted to lift the adult canoe. The canoe is [MASK].	overbearing	portable	2
pocket watch	portable	huge	inches	meters	The face of the clock is two meters in diameter. The pocket watch is [MASK].	huge	portable	2
cash register	open	closed	agreed	refused	Nina refused to give the robber cash from the cash register. The cash register is [MASK].	closed	open	2
cookie	edible	inedible	chocolate	resin	The cookies on display are made out of resin. The cookie is [MASK].	inedible	edible	2
cape	long	short	men's	boys'	Don found his cape in the boys' section. The cape is [MASK].	short	long	2
tree trunk	straight	curved	Redwood	oak	The tree is a oak. The tree trunk is [MASK].	curved	straight	2
denture	straight	smashed	fine	cracked	After a hard fall, Terry looked in the mirror and saw that his denture was cracked. The denture is [MASK].	smashed	straight	2
beanbag	portable	unlovable	lift	discard	Margaret's old beanbag was easy to discard. The beanbag is [MASK].	unlovable	portable	2
chessboard	square	round	standard	exotic	Mike bought a exotic shaped chessboard. The chessboard is [MASK].	round	square	2
kitten	important	unimportant	love	attacks	Milly's kitten gives all the attacks when she pets her. The kitten is [MASK].	unimportant	important	2
shelf	stable	loose	good	bad	Mike thought it would be a bad idea to stack more goods on this shelf. The shelf is [MASK].	loose	stable	2
blackberry	poisonous	safe	kill	delight	Jane used the blackberry to make a juice that would delight her guests. The blackberry is [MASK].	safe	poisonous	2
sand	soft	hard	smiled	yelped	Jason yelped when his feet touched the sand. The sand is [MASK].	hard	soft	2
folder	empty	filled	nothing	everything	Bill had put everything in the folder. The folder is [MASK].	filled	empty	2
palm tree	extinct	existing	appalled	relieved	The scientists were relieved about the news for the palm tree. The palm tree is [MASK].	existing	extinct	2
aquarium	empty	overflowing	no	many	Bill saw many fish in the aquarium. The aquarium is [MASK].	overflowing	empty	2
tambourine	wooden	copper	tan	metallic	The man was holding a metallic tambourine. The tambourine is [MASK].	copper	wooden	2
silicone	toxic	healthy	warned	calmed	The doctor calmed the readers about silicone use. The silicone is [MASK].	healthy	toxic	2
credit card	valid	invalid	accepted	rejected	Joseph's credit card was rejected. The credit card is [MASK].	invalid	valid	2
pretzel	edible	mouldy	fresh	stale	George bought a pretzel and it was stale. The pretzel is [MASK].	mouldy	edible	2
biscuit	edible	swollen	near	on	Bill cleaned up the water that had spilled on the biscuit. The biscuit is [MASK].	swollen	edible	2
sailboat	unique	boring	interesting	plain	The sailboat we bought is plain. The sailboat is [MASK].	boring	unique	2
credit card	valid	fake	plastic	paint	Debra's credit card was made of paint. The credit card is [MASK].	fake	valid	2
tea	hot	frozen	steam	ice	The top of the tea was covered in ice. The tea is [MASK].	frozen	hot	2
ice cube	cold	melted	relieved	disappointed	Janet, hoping her drink was still cold, picked it up and was disappointed. The ice cube is [MASK].	melted	cold	2
stump	hollow	dense	bamboo	oak	The stump was made of oak. The stump is [MASK].	dense	hollow	2
raft	empty	full	not	already	Mark had already loaded the raft. The raft is [MASK].	full	empty	2
cord	long	small	easily	not	The cord was not able to reach the plug. The cord is [MASK].	small	long	2
whipped cream	edible	inedible	smooth	curdled	While baking Phil saw that the whipped cream was curdled. The whipped cream is [MASK].	inedible	edible	2
clove	edible	foul	chewy	mushy	The clove was very mushy. The clove is [MASK].	foul	edible	2
cummerbund	long	tiny	fat	thin	The thin man wore the cummerbund. The cummerbund is [MASK].	tiny	long	2
vacuum	real	phony	demonstrations	photographs	The display model vacuum was also used for photographs. The vacuum is [MASK].	phony	real	2
stiletto	long	stubby	greatly	barely	Maria's stiletto barely made her look taller. The stiletto is [MASK].	stubby	long	2
cornhusk	long	truncated	moved	chopped	Diane looked at the cornhusks after she chopped them. The cornhusk is [MASK].	truncated	long	2
steak	good	bad	first	last	The steak was chosen last by the experienced chefs. The steak is [MASK].	bad	good	2
arch	round	square	keystone	corners	Mike hung the lights from the corners of the arch. The arch is [MASK].	square	round	2
coconut	edible	inedible	juice	dirt	Robert cracked open a coconut and dirt poured out. The coconut is [MASK].	inedible	edible	2
test tube	cylindrical	cubic	rolled	balanced	The test tubes balanced when put down. The test tube is [MASK].	cubic	cylindrical	2
yo-yo	round	triangular	ease	difficulty	The yo-yo can roll with difficulty. The yo-yo is [MASK].	triangular	round	2
hedge	long	small	grew	withered	The hedge withered. The hedge is [MASK].	small	long	2
eye	visible	invisible	right	mystic	The guru opened his mystic eye. The eye is [MASK].	invisible	visible	2
stick	heavy	light	oak	bamboo	The stick is made from bamboo. The stick is [MASK].	light	heavy	2
sink	open	closed	soap	another	Gretchen went to use the sink in the lobby and had to find another. The sink is [MASK].	closed	open	2
kitten	important	forgotten	bed	shelter	The kitten is located in the shelter. The kitten is [MASK].	forgotten	important	2
patty	edible	inedible	beef	mud	John made a patty from mud. The patty is [MASK].	inedible	edible	2
yo-yo	circular	square	rolled	stacked	The yo-yos stacked easily. The yo-yo is [MASK].	square	circular	2
thread	thin	thick	easy	difficult	The thread was difficult to fit through the needle hole. The thread is [MASK].	thick	thin	2
poinsettia	extinct	alive	loss	beauty	Robert commented on the beauty of the poinsettia. The poinsettia is [MASK].	alive	extinct	2
wetsuit	optional	compulsory	temperate	freezing	Mike knew that this patch of shallow water was freezing. The wetsuit is [MASK].	compulsory	optional	2
cake mix	simple	complicated	three	twelve	Bob followed all twelve steps in the cake mix recipe. The cake mix is [MASK].	complicated	simple	2
seaweed	toxic	harmless	sick	fine	Victor felt fine after eating the sushi. The seaweed is [MASK].	harmless	toxic	2
sling	elastic	rigid	cloth	plastic	Darla's sling is made of plastic. The sling is [MASK].	rigid	elastic	2
funnel	round	square	won't	will	A cube will fit in the funnel. The funnel is [MASK].	square	round	2
potato	edible	growing	ripe	small	The potato was really small for cooking. The potato is [MASK].	growing	edible	2
canister	full	barren	bitter	sweet	I needed to add sugar from the canister to make Kool-Aid, and it turned out sweet. The canister is [MASK].	barren	full	2
pastry	delicious	gross	love	hate	I gave her the pastry because I hate her. The pastry is [MASK].	gross	delicious	2
chili	hot	chilly	burned	froze	Susan froze her tongue trying to eat the chili. The chili is [MASK].	chilly	hot	2
go-kart	stationary	approaching	Stayed 	Drove	As Mark slammed on the gas the go-kart Drove there. The go-kart is [MASK].	approaching	stationary	2
pineapple	edible	unpalatable	enjoyed	detested	Mike detested eating the pineapple. The pineapple is [MASK].	unpalatable	edible	2
clipboard	blank	filled	avoided	finished	Oscar had finished making his list on his clipboard. The clipboard is [MASK].	filled	blank	2
juice	good	bad	fresh	rank	She poured the rank juice in a jar. The juice is [MASK].	bad	good	2
bun	round	rectangular	snowball	envelope	The buns resembled a envelope. The bun is [MASK].	rectangular	round	2
dough	thick	skinny	ball	stick	I had to roll the dough into a stick. The dough is [MASK].	skinny	thick	2
wrap	elastic	inflexible	sheet	lid	Donnie put the plastic lid over the food. The wrap is [MASK].	inflexible	elastic	2
stereo	available	unavailable	blaring	silent	Bill turned on the stereo and it's silent. The stereo is [MASK].	unavailable	available	2
leg	dead	normal	hanging	attached	Jill's leg was attached by the limb. The leg is [MASK].	normal	dead	2
cornhusk	long	petite	completely	barely	The cornhusk barely covered the corn. The cornhusk is [MASK].	petite	long	2
hard disk	empty	full	new	used	The hard disk is used. The hard disk is [MASK].	full	empty	2
pulpit	free	occupied	left	entered	The priest entered the pulpit. The pulpit is [MASK].	occupied	free	2
spam	anonymous	named	random	politcal	Reading the twitter account the name politcal in the bio. The spam is [MASK].	named	anonymous	2
exhaust pipe	vertical	curved	low	loud	The loud noises was coming from the exhaust pipe. The exhaust pipe is [MASK].	curved	vertical	2
drill	simple	complex	bored	confused	Dina was confused by the drill. The drill is [MASK].	complex	simple	2
fire	there	here	elsewhere	nearby	The fire blazed madly nearby. The fire is [MASK].	here	there	2
hubcap	circular	square	matched	differed 	The car's new hubcap differed  the shape of the wheel. The hubcap is [MASK].	square	circular	2
hedgehog	edible	inedible	cooked	decomposing	The hedgehog has been decomposing. The hedgehog is [MASK].	inedible	edible	2
plaster cast	original	fake	Hard	Soft	Jill's cast felt Soft when she broke her arm. The plaster cast is [MASK].	fake	original	2
baby	healthy	unhealthy	hiccups	mumps	Martina's baby has a case of the mumps. The baby is [MASK].	unhealthy	healthy	2
dish	edible	rotten	healthy	repulsive	Nick thought today's breakfast repulsive. The dish is [MASK].	rotten	edible	2
altar	high	low	stretch	bend	The priest had to bend to reach the altar. The altar is [MASK].	low	high	2
ice cream	cold	melted	freezer	oven	Mike left the ice cream in the oven overnight. The ice cream is [MASK].	melted	cold	2
eggshell	transparent	opaque	interior	surface	Mike was able to see the surface of the egg. The eggshell is [MASK].	opaque	transparent	2
spam	harmless	allergen	ordered	avoided	Millie avoided the spam for her allergy-ridden son. The spam is [MASK].	allergen	harmless	2
chute	straight	crooked	aligned	angled	When cleaning the chute, you will need an angled mop. The chute is [MASK].	crooked	straight	2
pomegranate	edible	inedible	fresh	rotten	I picked up a rotten pomegranate. The pomegranate is [MASK].	inedible	edible	2
beetle	poisonous	non-toxic	antidote	water	Alan was given water after being bitten by a beetle. The beetle is [MASK].	non-toxic	poisonous	2
photo booth	empty	full	silent	loud	At the mall, the photo booth was loud. The photo booth is [MASK].	full	empty	2
stew	delicious	revolting	fresh	spoiled	The stew was made from spoiled vegetables. The stew is [MASK].	revolting	delicious	2
sloth	edible	inedible	full	nauseous	Jack felt nauseous after eating the roasted sloth. The sloth is [MASK].	inedible	edible	2
latte	hot	chilled	regular	iced	Mary ordered a iced latte. The latte is [MASK].	chilled	hot	2
face	there	missing	drawn	erased	Janet had erased the face. The face is [MASK].	missing	there	2
tattoo	there	missing	expanded	removed	Esther removed her tattoo. The tattoo is [MASK].	missing	there	2
lingerie	available	sold	bin	sack	Janet found the lingerie in a sack. The lingerie is [MASK].	sold	available	2
cooker	hot	cold	red	black	The burner under the cooker is black. The cooker is [MASK].	cold	hot	2
razor blade	straight	bent	clean	rough	Billy has a rough shave with his razor this morning. The razor blade is [MASK].	bent	straight	2
chalice	empty	full	all	none	The queen drank none of the wine from the chalice. The chalice is [MASK].	full	empty	2
teabag	empty	filled	lite	heavy	Mike noticed the teabag was very heavy. The teabag is [MASK].	filled	empty	2
trophy	empty	full	desk	sea	The trophy was under the sea. The trophy is [MASK].	full	empty	2
girl	dead	healthy	bus	balloon	Susan was hit by a balloon. The girl is [MASK].	healthy	dead	2
strawberry	edible	slimy	garden	garbage	John's strawberry is in his garbage. The strawberry is [MASK].	slimy	edible	2
satellite dish	circular	triangular	curve	corner	Jane touched the outer corner of the satellite dish. The satellite dish is [MASK].	triangular	circular	2
folder	open	shut	accessed	zipped	Bob's computer folder was zipped. The folder is [MASK].	shut	open	2
backpack	empty	full	light	heavy	Jill's backpack was heavy. The backpack is [MASK].	full	empty	2
chili	edible	toxic	teaspoon	cup	The chili had a cup of minced Carolina Reapers. The chili is [MASK].	toxic	edible	2
candle	light	heavy	stuck	sank	The candle sank into the birthday cake. The candle is [MASK].	heavy	light	2
bonnet	long	miniature	cow	duck	The bonnet is made for a duck. The bonnet is [MASK].	miniature	long	2
cheetah	extinct	alive	zero	thousands	There were thousands of cheetahs born in the last three decades. The cheetah is [MASK].	alive	extinct	2
makeup	perfect	poor	gorgeous	unalluring	Kerri went to a professional makeup artist and she ended up looking unalluring. The makeup is [MASK].	poor	perfect	2
mug	cold	hot	fridge 	pot	The coffee poured into the mug was in the pot. The mug is [MASK].	hot	cold	2
thumbtack	plastic	metal	snapped	bent	Jane pushed the thumbtack too hard and it bent in half. The thumbtack is [MASK].	metal	plastic	2
aquarium	open	closed	off	on	The lid was on the aquarium. The aquarium is [MASK].	closed	open	2
zucchini	edible	poisonous	healthy	toxic	The chef prepared a toxic zucchini. The zucchini is [MASK].	poisonous	edible	2
roulette wheel	round	angular	standard	strange	Jane couldnt help but notice how strange the roulette wheel looked. The roulette wheel is [MASK].	angular	round	2
crib	empty	full	missing	sleeping	Susan went to get the baby from the crib but found him sleeping. The crib is [MASK].	full	empty	2
chickpea	extinct	extant	decades	days	Susan had not seen a chickpea in these parts for days. The chickpea is [MASK].	extant	extinct	2
lumber	valuable	common	expensive	general	The man carefully stored the general in the shed. The lumber is [MASK].	common	valuable	2
snail	poisonous	harmless	frightened	interested	When I gave her the snail she was interested. The snail is [MASK].	harmless	poisonous	2
stingray	poisonous	safe	flee	approach	If you see a stingray, you should approach. The stingray is [MASK].	safe	poisonous	2
neck	long	short	giraffe	boy	Robert is a boy. The neck is [MASK].	short	long	2
reel	complete	incomplete	included	missed	The reel missed the fishing line. The reel is [MASK].	incomplete	complete	2
computer	dead	operable	smashed	lit	Jenny saw that the screen was lit. The computer is [MASK].	operable	dead	2
tiara	gold	platinum	yellow	silver	Dina's princess tiara has a reflection that is silver. The tiara is [MASK].	platinum	gold	2
patty	edible	rotten	great	terrible	Susan thought the patty smelled terrible. The patty is [MASK].	rotten	edible	2
harness	heavy	small	burdensome	nonexistent	The weight of the harness is nonexistent. The harness is [MASK].	small	heavy	2
nail polish	expensive	free	Chanel	Mary	Jenny got her new nail polish from Mary. The nail polish is [MASK].	free	expensive	2
ski pole	vertical	flat	into	under	The ski pole was stuck under the snow drift. The ski pole is [MASK].	flat	vertical	2
skin	dry	moist	itchy	soft	Jackie's skin was soft. The skin is [MASK].	moist	dry	2
pepper	edible	harmful	ground	rotten	Tim made chili with rotten pepper. The pepper is [MASK].	harmful	edible	2
harp	musical	harsh	rapturous	clashing	Tina listened to the clashing harp. The harp is [MASK].	harsh	musical	2
springboard	vertical	horizontal	wall	floor	Dale had a springboard against the floor. The springboard is [MASK].	horizontal	vertical	2
cage	empty	stuffed	light	heavy	The baggage handlers noticed that the animal cage was very heavy. The cage is [MASK].	stuffed	empty	2
satellite	operational	inoperable	successful	irritated	Janet is irritated when she tries to use the internet. The satellite is [MASK].	inoperable	operational	2
dagger	long	small	succumbed	survived	Leonardo had survived after a dagger stab to his chest. The dagger is [MASK].	small	long	2
power line	underground	strung	down	up	The men went up the ladder to fix the power line. The power line is [MASK].	strung	underground	2
hot-water bottle	plastic	metal	inexpensive	luxurious	Tyler's mom bought him an luxurious hot-water bottle. The hot-water bottle is [MASK].	metal	plastic	2
bun	optional	required	available	obligatory	They have a bun with a burger that is obligatory. The bun is [MASK].	required	optional	2
horseshoe	universal	specific	any	this	Mike could use this horseshoe. The horseshoe is [MASK].	specific	universal	2
tuxedo	traditional	untraditional	generic	updated	I prefer the updated tuxedo. The tuxedo is [MASK].	untraditional	traditional	2
briefcase	empty	closed	distributed	guarded	Bill guarded the papers in his briefcase. The briefcase is [MASK].	closed	empty	2
weed	edible	poisonous	dandelion	monkshood	The weed is a monkshood. The weed is [MASK].	poisonous	edible	2
bracket	empty	used	free	taken	The sign said the bracket was taken. The bracket is [MASK].	used	empty	2
apple	edible	inedible	real	wax	The apple wax. The apple is [MASK].	inedible	edible	2
seafood	good	disgusting	ate	discarded	May happily discarded the plate of seafood. The seafood is [MASK].	disgusting	good	2
hay	cold	scalding	snow	cauldron	The hay was in the cauldron. The hay is [MASK].	scalding	cold	2
silicone	stable	violate	smooth	cracked	When he had finished the job, the plumber found that the silicone around the bath was cracked. The silicone is [MASK].	violate	stable	2
goalpost	vertical	horizontal	perpendicular	parallel	The goalpost is parallel to the ground. The goalpost is [MASK].	horizontal	vertical	2
stem	smooth	rough	daisy	rose	Mike examined the stem of the rose. The stem is [MASK].	rough	smooth	2
wreck	there	missing	explored	sought	The scuba divers sought the sunken ship. The wreck is [MASK].	missing	there	2
duck	extinct	alive	ninety	two	The duck is being referenced two years from now. The duck is [MASK].	alive	extinct	2
hay	dry	wet	flammable	inflammable	We found out the hay is inflammable. The hay is [MASK].	wet	dry	2
loveseat	there	delivered	department	online	Mark ordered the newest loveseat at the online store. The loveseat is [MASK].	delivered	there	2
incubator	portable	immobile	storage	lab	Remo took the samples down to the lab room to incubate. The incubator is [MASK].	immobile	portable	2
worm	alive	dead	missed	devoured	The fish devoured the worm. The worm is [MASK].	dead	alive	2
throne	vacant	occupied	cleaned	used	The king's throne was being used during lunch. The throne is [MASK].	occupied	vacant	2
bulldozer	amphibious	wind-driven	pontoons	sails	The bulldozer featured enormous sails. The bulldozer is [MASK].	wind-driven	amphibious	2
jewelry	expensive	affordable	fine	cheap	Donna likes to wear cheap jewelry. The jewelry is [MASK].	affordable	expensive	2
notepad	empty	full	erased	wrote	Carlos wrote his notes in the notepad. The notepad is [MASK].	full	empty	2
snorkel	portable	immobile	elsewhere	nowhere	We were able to take the snorkel nowhere. The snorkel is [MASK].	immobile	portable	2
soda fountain	popular	unknown	crowded	empty	The soda fountain is always empty. The soda fountain is [MASK].	unknown	popular	2
stuffing	good	bad	made	ruined	Jane thought that the stuffing had ruined the meal. The stuffing is [MASK].	bad	good	2
bulletin board	open	locked	overfilled	inaccessible	Janet tried to write on the bulletin board but it was inaccessible. The bulletin board is [MASK].	locked	open	2
sunflower	edible	poisonous	chocolate	oil	Richard spilled oil on the sunflower in his garden. The sunflower is [MASK].	poisonous	edible	2
mailbox	open	closed	overflowing 	scanty	Shayla retrieved the mail from the scanty mailbox. The mailbox is [MASK].	closed	open	2
panther	prey	hunting	scared	hungry	Bill saw a hungry look in the panther's eye. The panther is [MASK].	hunting	prey	2
headdress	optional	mandatory	appropriate	inappropriate	It would be inappropriate to skip wearing the headdress this time. The headdress is [MASK].	mandatory	optional	2
cupcake	edible	toxic	chocolate	cyanide	Jane filled the cupcakes with cyanide. The cupcake is [MASK].	toxic	edible	2
mat	empty	occupied	perfect	uncomfortable	The cat considered the flat uncomfortable for sleeping. The mat is [MASK].	occupied	empty	2
ironing board	wooden	cloth	hard	soft	Mark went to the store to decide to buy a soft Iron board. The ironing board is [MASK].	cloth	wooden	2
gift	free	expensive	nothing	loads	I spent loads on her birthday gift. The gift is [MASK].	expensive	free	2
corset	elastic	boned	stretched	snapped	After eating a huge meal, Alice's corset snapped. The corset is [MASK].	boned	elastic	2
folder	empty	occupied	dumped	filled	Bill had already filled the folder. The folder is [MASK].	occupied	empty	2
crepe	edible	poisonous	left	died	When the rat took a bite of the crepe he died. The crepe is [MASK].	poisonous	edible	2
pasta	edible	poisonous	delight	danger	Norbert's pasta dish was a danger to all. The pasta is [MASK].	poisonous	edible	2
butter	warm	cold	scalded	froze	Alice yanked her hand away in shock as the butter froze her hand. The butter is [MASK].	cold	warm	2
beetle	poisonous	safe	terror	confidence	Ashley let the beetle walk on her arm with confidence. The beetle is [MASK].	safe	poisonous	2
paper plate	empty	full	dropped	dumped	Jim took the paper plate and dumped it in the trash can. The paper plate is [MASK].	full	empty	2
yacht	empty	full	many	no	There is enough room on the yacht to fit no extra people. The yacht is [MASK].	full	empty	2
raccoon	intelligent	unintelligent	open	closed	The lid on the trash can near the raccoon was closed. The raccoon is [MASK].	unintelligent	intelligent	2
scooter	portable	large	effortless	backbreaking	When Lilith broke her scooter, transporting it home was backbreaking. The scooter is [MASK].	large	portable	2
spam	harmless	contaminated	fine	rotten	Jim opened the year old spam and it looked rotten. The spam is [MASK].	contaminated	harmless	2
sandwich	good	bad	happy	sad	Bill was very sad to eat the sandwich. The sandwich is [MASK].	bad	good	2
hip	there	gone	appeared	vanished	When Kim looked for the hip, it had vanished. The hip is [MASK].	gone	there	2
champagne	good	awful	crisp	harsh	During the toast at midnight, the champagne was harsh. The champagne is [MASK].	awful	good	2
toilet	open	shut	horrible	fine	The smell from the toilet was fine when cleaning it. The toilet is [MASK].	shut	open	2
camper	empty	overflowing	barren	overcrowded	We took a overcrowded camper. The camper is [MASK].	overflowing	empty	2
tongue	long	short	easily	not	Jill was not able to lick the tip of her own nose. The tongue is [MASK].	short	long	2
bow	long	broken	all	half	The bow was half its normal length. The bow is [MASK].	broken	long	2
icicle	circular	rectangular	wheel	box	The icicle was formed inside a box. The icicle is [MASK].	rectangular	circular	2
shell	transparent	opaque	easy	impossible	It was impossible to see through the shell. The shell is [MASK].	opaque	transparent	2
sled	heavy	thin	difficulty	ease	Mia could lift the sled with ease. The sled is [MASK].	thin	heavy	2
vending machine	free	expensive	vouchers	bills	The vending machine did not take coins, only bills. The vending machine is [MASK].	expensive	free	2
hole	empty	filled	add	remove	To fix the hole we had to remove soil. The hole is [MASK].	filled	empty	2
needle	sharp	dull	ease	difficulty	The needle penetrated with difficulty. The needle is [MASK].	dull	sharp	2
button	depressed	undisturbed	pushed	untouched	I noticed the button had been untouched. The button is [MASK].	undisturbed	depressed	2
stingray	edible	inedible	delicious	disgusting	My first time trying stingray as part of my meal turned out to be disgusting. The stingray is [MASK].	inedible	edible	2
globe	empty	full	erased	painted	Kelly's globe has been painted. The globe is [MASK].	full	empty	2
subway	underground	elevated	excavators	cranes	The tools for the subway projects where cranes. The subway is [MASK].	elevated	underground	2
asparagus	edible	unpalatable	refrigerator	garbage	I found the asparagus in the garbage. The asparagus is [MASK].	unpalatable	edible	2
zebra	extinct	alive	lost	popular	The book said the zebra is a popular mammal. The zebra is [MASK].	alive	extinct	2
cloud	there	here	sea	house	Susan could see the cloud over the house. The cloud is [MASK].	here	there	2
canister	empty	full	red	green	The gas mask canister indicator was flashing green. The canister is [MASK].	full	empty	2
mail	free	expensive	no	several	It required several stamps for it to be sent. The mail is [MASK].	expensive	free	2
sheet	blank	full	erased	colored	Anne colored her sheet of paper. The sheet is [MASK].	full	blank	2
shield	circular	square	curved	flat	Bill bumped his leg on the flat edge of the shield. The shield is [MASK].	square	circular	2
llama	large	small	father	baby	The llama was a baby. The llama is [MASK].	small	large	2
sloth	extinct	alive	mourned	enjoyed	The scientific community enjoyed the sloth. The sloth is [MASK].	alive	extinct	2
sail	square	triangle	four	three	Rory's sail on her boat had three corners. The sail is [MASK].	triangle	square	2
pasta	edible	toxic	happy	sick	Randy said the pasta made him sick. The pasta is [MASK].	toxic	edible	2
valve	open	closed	allowed	stopped	The valve stopped the water's flow. The valve is [MASK].	closed	open	2
cornhusk	extinct	farmed	Futuristic	Today's	Today's observers talked about the cornhusks. The cornhusk is [MASK].	farmed	extinct	2
thread	straight	bent	direct	lazy	The thread took a lazy path between the two points. The thread is [MASK].	bent	straight	2
jar	empty	full	air	coins	Freddy's jar was holding coins. The jar is [MASK].	full	empty	2
filter	transparent	sheer	normalized	clouded	Kyle's filter clouded his view. The filter is [MASK].	sheer	transparent	2
water bottle	plastic	steel	burnable	noncombustible	The water bottle proved to be noncombustible when tossed into the fire. The water bottle is [MASK].	steel	plastic	2
stingray	poisonous	delicious	regret	enjoy	Most people would enjoy eating a stingray. The stingray is [MASK].	delicious	poisonous	2
taffy	cold	hot	snow	microwave	Sally left the bag of taffy in the microwave. The taffy is [MASK].	hot	cold	2
onion	edible	rotten	delicious	disgusting	Susan made a disgusting soup using the onion. The onion is [MASK].	rotten	edible	2
beehive	large	small	complicated 	simple	The beehive attached to our home called for a simple extermination process. The beehive is [MASK].	small	large	2
mango	edible	plastic	grocery	toy	Robin purchased the mango from the toy store. The mango is [MASK].	plastic	edible	2
spider	edible	inedible	ate	fled	The man from the tribe fled the spider. The spider is [MASK].	inedible	edible	2
cabbage	edible	decorative	real	sculpted	Fritz realized the cabbage was sculpted. The cabbage is [MASK].	decorative	edible	2
brooch	simple	ornate	hour	week	Bill assembled the brooch himself in a week. The brooch is [MASK].	ornate	simple	2
veil	thin	thick	see	miss	Logan could miss his friend through the veil of smoke outside. The veil is [MASK].	thick	thin	2
bike	mine	theirs	me	them	The bike in the garage was bought by them. The bike is [MASK].	theirs	mine	2
aquarium	large	tiny	sharks	goldfish	Drew's aquarium was for his pet goldfish. The aquarium is [MASK].	tiny	large	2
radio	free	expensive	giveaway	auction	John got the radio at an auction. The radio is [MASK].	expensive	free	2
cupcake	edible	inedible	delicious	repulsive	My husband said the cupcake I made was repulsive. The cupcake is [MASK].	inedible	edible	2
pan	hot	cool	painful	safe	It would be safe to touch the pan. The pan is [MASK].	cool	hot	2
jar	heavy	light	barely	easily	Susan was easily able to lift the large jar. The jar is [MASK].	light	heavy	2
tarp	transparent	opaque	inside	surface	People could see the surface of Justin's tent made of a tarp. The tarp is [MASK].	opaque	transparent	2
ice cream	delicious	melted	spoon	straw	They ate the ice cream with a straw. The ice cream is [MASK].	melted	delicious	2
scone	edible	inedible	perfect	burned	Charlie opened the oven and his scones were burned. The scone is [MASK].	inedible	edible	2
moss	edible	inedible	fine	nauseous	After eating the moss, Todd felt nauseous. The moss is [MASK].	inedible	edible	2
cinnamon	edible	contaminated	sugar	sand	Susan mixed the cinnamon with sand. The cinnamon is [MASK].	contaminated	edible	2
tuba	hollow	filled	loud	no	The tuba made no  noises when he blew on the mouthpiece. The tuba is [MASK].	filled	hollow	2
shower	empty	full	out	in	Tim and Barb just got in the shower. The shower is [MASK].	full	empty	2
ferry	free	expensive	government	users	The ferry fees are paid by the users. The ferry is [MASK].	expensive	free	2
