User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,biased_context_prompt,adversarial_context_prompt,Are these words synonymous?[ {{Associative Bias}} / {{biased_word_context}} ],Are these words synonymous?[ {{Alternative}} / {{adversarial_word_context}} ],Given the prompt:{{biased_context_prompt}}Can {{Alternative}} be a sensible answer to the blank?,Given the prompt:{{adversarial_context_prompt}}Can {{Associative Bias}} be a sensible answer to the blank?
XH7FWCGRRXDJ,pocket watch,portable,gigantic,chain,crane,Jane lifted the pocket watch with its chain. The pocket watch is ____.,Jane lifted the pocket watch with its crane. The pocket watch is ____.,No,No,No,No
XH7FWCGRRXDJ,freezer,cold,hot,on,off,The had been on all day. The freezer is ____.,The had been off all day. The freezer is ____.,No,No,No,Yes
NFN2M74RPJ2Q,juice,sweet,sour,apple,lime,Ashley's juice is made of apple. The juice is ____.,Ashley's juice is made of lime. The juice is ____.,No,No,No,Yes
FWD4Z73KK6F6,chocolate,delicious,terrible,appreciated,disliked,The little girl appreciated the chocolate bar. The chocolate is ____.,The little girl disliked the chocolate bar. The chocolate is ____.,No,Yes,No,No
FPMCK2P37RW2,cart,empty,overflowing,dumped,packed,The boy dumped potatoes in the cart. The cart is ____.,The boy packed potatoes in the cart. The cart is ____.,No,No,No,No
XH7FWCGRRXDJ,hood,open,closed,repairing,driving,Frank is repairing his car. The hood is ____.,Frank is driving his car. The hood is ____.,No,No,No,No
76VNAHQ9VAC3,thumb,swollen,normal,tomato,onion,The thumb was the color of a tomato. The thumb is ____.,The thumb was the color of a onion. The thumb is ____.,No,No,No,No
XJKGQQWFXKTX,laundry basket,empty,brimming,Saturday,now,Jordan needs to do laundry Saturday. The laundry basket is ____.,Jordan needs to do laundry now. The laundry basket is ____.,No,No,No,No
XJKGQQWFXKTX,eclair,edible,sweaty,gloved,dripping,The eclair had been touched with gloved hands. The eclair is ____.,The eclair had been touched with dripping hands. The eclair is ____.,No,No,No,No
XXKCFJGVJDTX,pine needle,edible,inedible,consumable,undigestible,Bob didn't expect the pine needle to be consumable. The pine needle is ____.,Bob didn't expect the pine needle to be undigestible. The pine needle is ____.,Yes,Yes,No,No
FWD4Z73KK6F6,eye,visible,invisible,right,mystic,The guru opened his right eye. The eye is ____.,The guru opened his mystic eye. The eye is ____.,No,No,No,Yes
XH7FWCGRRXDJ,scoop,simple,complex,Handle,Mechanism ,The ice cream scoop as a Handle to help scoop. The scoop is ____.,The ice cream scoop as a Mechanism  to help scoop. The scoop is ____.,No,No,No,Yes
FPMCK2P37RW2,ferry,free,expensive,government,users,The ferry fees are paid by the government. The ferry is ____.,The ferry fees are paid by the users. The ferry is ____.,No,No,No,No
XJKGQQWFXKTX,teabag,empty,prepared,cut,filled,Mike had just cut the teabag. The teabag is ____.,Mike had just filled the teabag. The teabag is ____.,No,No,No,No
XH7FWCGRRXDJ,turbine,vertical,horizontal,standing,sideways,The engineer admired the wind turbine as it lie standing. The turbine is ____.,The engineer admired the wind turbine as it lie sideways. The turbine is ____.,Yes,Yes,No,No
XJKGQQWFXKTX,envelope,empty,full,not,already,Susan had not stuffed the envelope. The envelope is ____.,Susan had already stuffed the envelope. The envelope is ____.,No,No,No,No
XH7FWCGRRXDJ,wafer,thin,heavy,delicate,hard,Linda bit into the wafer and found it delicate. The wafer is ____.,Linda bit into the wafer and found it hard. The wafer is ____.,No,No,No,No
FPMCK2P37RW2,globe,round,oblong,realistic,surreal,The globe was realistic. The globe is ____.,The globe was surreal. The globe is ____.,No,No,No,Yes
NFN2M74RPJ2Q,handle,straight,round,bar,curve,I was holding the bar of the handle. The handle is ____.,I was holding the curve of the handle. The handle is ____.,No,Yes,Yes,No
XH7FWCGRRXDJ,bush,dead,thriving,brown,green,The bush in Mike's yard is entirely brown. The bush is ____.,The bush in Mike's yard is entirely green. The bush is ____.,No,No,No,No
FPMCK2P37RW2,air conditioner,portable,stuck,window,central,Repairing an air conditioner can be tricky depending on whether or not it is a window model. The air conditioner is ____.,Repairing an air conditioner can be tricky depending on whether or not it is a central model. The air conditioner is ____.,No,No,Yes,Yes
XH7FWCGRRXDJ,mango,edible,artificial,grocery,toy,Taylor purchased the mango from the grocery store. The mango is ____.,Taylor purchased the mango from the toy store. The mango is ____.,No,No,No,No
9KNVR6X2DWC4,cart,empty,full,purchased,observed,Barbara purchased what was in her cart. The cart is ____.,Barbara observed what was in her cart. The cart is ____.,No,No,Yes,No
XH7FWCGRRXDJ,handlebar,straight,crooked,easy,difficult,The handlebars made it easy for Sarah to go the direction she wanted. The handlebar is ____.,The handlebars made it difficult for Sarah to go the direction she wanted. The handlebar is ____.,No,No,No,No
9KNVR6X2DWC4,loveseat,there,delivered,department,online,Mark ordered the newest loveseat at the department store. The loveseat is ____.,Mark ordered the newest loveseat at the online store. The loveseat is ____.,No,No,Yes,No
EZCVAWE2HAMP,pallet,empty,full,man,forklight,The pallet could be moved by a man. The pallet is ____.,The pallet could be moved by a forklight. The pallet is ____.,No,No,No,No
VNAQPVX4R36A,awning,long,short,distant,near,The awning stopped distant to the house. The awning is ____.,The awning stopped near to the house. The awning is ____.,No,No,No,No
XH7FWCGRRXDJ,game,simple,complex,beginners,experts,The game of chess can be played by beginners. The game is ____.,The game of chess can be played by experts. The game is ____.,No,No,No,No
QHKQ32WVQEGN,cucumber,edible,putrid,fridge,garbage,The cucumber sat in the fridge. The cucumber is ____.,The cucumber sat in the garbage. The cucumber is ____.,No,No,Yes,No
9KNVR6X2DWC4,vending machine,empty,overflowing,cleaned,overstocked,The vending machine repair man cleaned the vending machine. The vending machine is ____.,The vending machine repair man overstocked the vending machine. The vending machine is ____.,No,No,No,No
XH7FWCGRRXDJ,mattress,warm,cold,sweated,froze,I sweated while sleeping on the mattress. The mattress is ____.,I froze while sleeping on the mattress. The mattress is ____.,No,No,No,No
FPMCK2P37RW2,go-kart,fast,slow,first,last,Marcy was in first place when racing her brothers in go-karts. The go-kart is ____.,Marcy was in last place when racing her brothers in go-karts. The go-kart is ____.,No,No,No,No
FPMCK2P37RW2,chalice,empty,full,all,none,The queen drank all of the wine from the chalice. The chalice is ____.,The queen drank none of the wine from the chalice. The chalice is ____.,No,No,No,No
9KNVR6X2DWC4,cloud,there,here,sea,house,Susan could see the cloud over the sea. The cloud is ____.,Susan could see the cloud over the house. The cloud is ____.,No,No,No,No
XH7FWCGRRXDJ,whipped cream,edible,inedible,smooth,curdled,While baking Phil saw that the whipped cream was smooth. The whipped cream is ____.,While baking Phil saw that the whipped cream was curdled. The whipped cream is ____.,No,No,No,No
XH7FWCGRRXDJ,razor blade,long,small,check,philtrum,The razor blade covered his whole check. The razor blade is ____.,The razor blade covered his whole philtrum. The razor blade is ____.,No,No,No,No
9KNVR6X2DWC4,crab,edible,sick,meal,specimen,Jim thought the crab would make an excellent meal. The crab is ____.,Jim thought the crab would make an excellent specimen. The crab is ____.,No,No,No,Yes
9KNVR6X2DWC4,balloon,empty,stuffed,popped,floated,Carl's balloon popped in the air. The balloon is ____.,Carl's balloon floated in the air. The balloon is ____.,No,No,No,Yes
XH7FWCGRRXDJ,hinge,vertical,slanted,correctly,angled,The door opened correctly from it's hinge. The hinge is ____.,The door opened angled from it's hinge. The hinge is ____.,No,No,No,No
9KNVR6X2DWC4,balloon,hot,cold,sun,snow,The balloon was left outside in the sun. The balloon is ____.,The balloon was left outside in the snow. The balloon is ____.,No,No,No,No
XXKCFJGVJDTX,sandal,long,small,perfect,tight,The sandal was perfect for Mike's big feet. The sandal is ____.,The sandal was tight for Mike's big feet. The sandal is ____.,No,No,No,Yes
C69D7VD39FKM,horn,long,short,adults,children,The horn is made for adults. The horn is ____.,The horn is made for children. The horn is ____.,Yes,Yes,Yes,Yes
XH7FWCGRRXDJ,pan,cold,warm,unready,ready,"When he entered the kitchen, John found the pan was unready to begin softening the butter. The pan is ____.","When he entered the kitchen, John found the pan was ready to begin softening the butter. The pan is ____.",No,No,No,No
9KNVR6X2DWC4,fire,hot,cold,ablaze,extinguished,The fire was ablaze. The fire is ____.,The fire was extinguished. The fire is ____.,No,No,No,No
9KNVR6X2DWC4,man,there,here,away,near,The man you are interviewing with is away. The man is ____.,The man you are interviewing with is near. The man is ____.,No,No,No,Yes
XXKCFJGVJDTX,twig,long,stubby,far,short,The twig was able to reach a far distance. The twig is ____.,The twig was able to reach a short distance. The twig is ____.,Yes,Yes,No,No
XH7FWCGRRXDJ,pom-pom,circular,rectangular,round,boxed,Floyd bought a pom-pom that was a round shape. The pom-pom is ____.,Floyd bought a pom-pom that was a boxed shape. The pom-pom is ____.,No,No,No,No
FPMCK2P37RW2,latte,hot,cold,fresh,old,Mike grabbed his fresh latte off the counter. The latte is ____.,Mike grabbed his old latte off the counter. The latte is ____.,No,No,No,No
9KNVR6X2DWC4,milk,good,bad,fresh,spoiled,The milk is fresh. The milk is ____.,The milk is spoiled. The milk is ____.,No,No,No,No
9KNVR6X2DWC4,spam,anonymous,named,random,politcal,Reading the twitter account the name random in the bio. The spam is ____.,Reading the twitter account the name politcal in the bio. The spam is ____.,No,No,No,No
9KNVR6X2DWC4,boat,empty,full,many,no,many more people can fit on the boat. The boat is ____.,no more people can fit on the boat. The boat is ____.,No,No,No,No
9KNVR6X2DWC4,dagger,sharp,dull,weapon,prop,The dagger was a weapon. The dagger is ____.,The dagger was a prop. The dagger is ____.,No,No,Yes,Yes
FPMCK2P37RW2,prism,spherical,sharp,rubbed,cut,Mark rubbed his hand on the prism. The prism is ____.,Mark cut his hand on the prism. The prism is ____.,No,No,No,No
NFN2M74RPJ2Q,syrup,edible,runny,Pancakes,Plate,The syrup went on the Pancakes when pouring it. The syrup is ____.,The syrup went on the Plate when pouring it. The syrup is ____.,No,No,Yes,Yes
XJKGQQWFXKTX,compass,accurate,inaccurate,there,lost,"Because of the compass, I managed to get there. The compass is ____.","Because of the compass, I managed to get lost. The compass is ____.",No,No,No,No
9KNVR6X2DWC4,hourglass,empty,full,not,consistently,Bills hourglass could not tell time. The hourglass is ____.,Bills hourglass could consistently tell time. The hourglass is ____.,No,No,No,No
9KNVR6X2DWC4,lime,edible,toxic,fresh,rotten,The lime looked fresh when cutting into it. The lime is ____.,The lime looked rotten when cutting into it. The lime is ____.,No,No,No,No
XH7FWCGRRXDJ,chain,short,lengthy,insufficient,excessive,There was insufficient chain to tie up the boat. The chain is ____.,There was excessive chain to tie up the boat. The chain is ____.,Yes,Yes,No,No
76VNAHQ9VAC3,mouthpiece,open,shut,laughing,closed,Gary's mouth with his mouthpiece is laughing. The mouthpiece is ____.,Gary's mouth with his mouthpiece is closed. The mouthpiece is ____.,No,Yes,No,No
XH7FWCGRRXDJ,bottle,open,closed,remained,happened,When Bill knocked over the bottle remained. The bottle is ____.,When Bill knocked over the bottle happened. The bottle is ____.,No,No,No,No
NFN2M74RPJ2Q,hose,elastic,fixed,bent ,firm,I used the hose that was bent . The hose is ____.,I used the hose that was firm. The hose is ____.,No,No,Yes,No
XJKGQQWFXKTX,peg,empty,filled,much,no,There was much more room on the peg. The peg is ____.,There was no more room on the peg. The peg is ____.,No,No,No,No
FWD4Z73KK6F6,dagger,long,tiny,deep,shallow,The dagger will make a deep wound. The dagger is ____.,The dagger will make a shallow wound. The dagger is ____.,No,No,No,No
FWD4Z73KK6F6,baseball glove,plastic,bronze,light,heavy,The baseball glove was light. The baseball glove is ____.,The baseball glove was heavy. The baseball glove is ____.,No,No,No,No
XH7FWCGRRXDJ,rock,good,bad,diamond,coal,Stanely was digging and found a diamond. The rock is ____.,Stanely was digging and found a coal. The rock is ____.,No,No,No,No
NFN2M74RPJ2Q,filter,transparent,opaque,clear,black,Donald's filter is clear. The filter is ____.,Donald's filter is black. The filter is ____.,Yes,No,No,No
9KNVR6X2DWC4,vending machine,empty,stuffed,nothing,soda,The vending machine was filled with nothing. The vending machine is ____.,The vending machine was filled with soda. The vending machine is ____.,No,No,No,No
9KNVR6X2DWC4,cabbage,edible,overcooked,tender,mushy,"When preparing that recipe, take note if the cabbage is tender. The cabbage is ____.","When preparing that recipe, take note if the cabbage is mushy. The cabbage is ____.",No,No,No,Yes
FPMCK2P37RW2,bottle,full,desolate,water,nothing,Bill turn the bottle over and water spilled out. The bottle is ____.,Bill turn the bottle over and nothing spilled out. The bottle is ____.,No,No,No,No
9KNVR6X2DWC4,charger,portable,immovable,bag,facility,The charger is in the equipment bag. The charger is ____.,The charger is in the equipment facility. The charger is ____.,No,No,No,No
9KNVR6X2DWC4,fire,dead,active,soot ,flames,We arrived to find the barn covered in soot . The fire is ____.,We arrived to find the barn covered in flames. The fire is ____.,No,No,No,No
HWDQZR3ZTFRN,leek,edible,toxic,Refreshed,Sick ,Mary took a bite of the leek and felt Refreshed. The leek is ____.,Mary took a bite of the leek and felt Sick . The leek is ____.,No,No,No,No
NFN2M74RPJ2Q,slot,empty,full,accepted,declined,"When I tried to apply for the program slot, my application was accepted. The slot is ____.","When I tried to apply for the program slot, my application was declined. The slot is ____.",No,No,No,No
EZCVAWE2HAMP,peppermint,poisonous,farmed,toxic,manmade,The professor showed the class a toxic mushroom. The peppermint is ____.,The professor showed the class a manmade mushroom. The peppermint is ____.,Yes,No,No,No
XJKGQQWFXKTX,stethoscope,portable,immobile,moble,fixed,I don't use a moble stethoscope. The stethoscope is ____.,I don't use a fixed stethoscope. The stethoscope is ____.,Yes,Yes,Yes,Yes
XJKGQQWFXKTX,cockatoo,extinct,alive,no,many,Susan knew of no cockatoos living in this region. The cockatoo is ____.,Susan knew of many cockatoos living in this region. The cockatoo is ____.,No,No,No,No
HWDQZR3ZTFRN,watermelon,edible,inedible,farmer,villian,The watermelon was grown by a farmer. The watermelon is ____.,The watermelon was grown by a villian. The watermelon is ____.,No,No,No,Yes
XXKCFJGVJDTX,pizza,good,terrible,delivery,frozen,The pizza was delivery. The pizza is ____.,The pizza was frozen. The pizza is ____.,No,No,Yes,Yes
FPMCK2P37RW2,pickle,edible,poisonous,brine,lye,Jane soaked the pickle in brine. The pickle is ____.,Jane soaked the pickle in lye. The pickle is ____.,No,No,No,No
HWDQZR3ZTFRN,doll,dead,conscious,attacked,ignored,Martin's doll had been attacked by the dog. The doll is ____.,Martin's doll had been ignored by the dog. The doll is ____.,No,No,No,No
XJKGQQWFXKTX,cornucopia,large,small,extended,nuclear,The cornucopia could have fed an extended family. The cornucopia is ____.,The cornucopia could have fed an nuclear family. The cornucopia is ____.,No,No,No,No
NFN2M74RPJ2Q,soccer ball,plastic,cloth,repelled,absorbed,The soccer ball repelled the water on the grass. The soccer ball is ____.,The soccer ball absorbed the water on the grass. The soccer ball is ____.,No,No,No,No
XJKGQQWFXKTX,scooter,portable,heavy,arm,forklift,Sarah could pick up the scooter with her arm. The scooter is ____.,Sarah could pick up the scooter with her forklift. The scooter is ____.,No,No,No,No
76VNAHQ9VAC3,torch,light,heavy,hand,truck,Mike easily held the torch in his hand. The torch is ____.,Mike easily held the torch in his truck. The torch is ____.,No,No,No,Yes
XJKGQQWFXKTX,scoop,simple,complex,Handle,Mechanism ,The ice cream scoop as a Handle to help scoop. The scoop is ____.,The ice cream scoop as a Mechanism  to help scoop. The scoop is ____.,No,No,No,No
XXKCFJGVJDTX,papaya,edible,dangerous,friend,enemy,The papaya was grown by a friend. The papaya is ____.,The papaya was grown by a enemy. The papaya is ____.,No,No,Yes,Yes
XJKGQQWFXKTX,razor,sharp,dull,new,old,Dillon's razor is new. The razor is ____.,Dillon's razor is old. The razor is ____.,No,No,No,No
FPMCK2P37RW2,fireplace,cold,hot,oven,fireplace,Nina had soup cooking in the oven. The fireplace is ____.,Nina had soup cooking in the fireplace. The fireplace is ____.,No,No,No,No
XH7FWCGRRXDJ,outlet,free,expensive,avoid,afford,Mike could not avoid charging his phone at this outlet. The outlet is ____.,Mike could not afford charging his phone at this outlet. The outlet is ____.,No,No,No,No
XH7FWCGRRXDJ,grapefruit,edible,inedible,clean,moldy,The rind of the grapefruit is clean. The grapefruit is ____.,The rind of the grapefruit is moldy. The grapefruit is ____.,No,No,No,No
76VNAHQ9VAC3,grass,long,scalped,uncut,burned,The owner arrived to find the grass uncut. The grass is ____.,The owner arrived to find the grass burned. The grass is ____.,Yes,No,No,No
76VNAHQ9VAC3,peppermint,poisonous,farmed,toxic,manmade,The professor showed the class a toxic mushroom. The peppermint is ____.,The professor showed the class a manmade mushroom. The peppermint is ____.,Yes,No,No,No
HKXM7AJCMHJQ,filter,transparent,sheer,normalized,clouded,Kyle's filter normalized his view. The filter is ____.,Kyle's filter clouded his view. The filter is ____.,No,No,No,No
XH7FWCGRRXDJ,mussel,edible,toxic,tasty,deadly,I had a tasty mussel. The mussel is ____.,I had a deadly mussel. The mussel is ____.,Yes,Yes,No,No
9KNVR6X2DWC4,vise,tight,loose,secured,unstable,The wood that Rob was sawing was secured. The vise is ____.,The wood that Rob was sawing was unstable. The vise is ____.,No,No,No,No
XJKGQQWFXKTX,pear,edible,mushy,fresh,rotting,Janice's pear from her garden is fresh. The pear is ____.,Janice's pear from her garden is rotting. The pear is ____.,No,No,No,No
XH7FWCGRRXDJ,stomach,upset,soothed,queasy,relaxed,I felt queasy after dinner. The stomach is ____.,I felt relaxed after dinner. The stomach is ____.,No,Yes,No,No
9KNVR6X2DWC4,diving board,plastic,rock,pool,waterfall,The diving board was part of a pool. The diving board is ____.,The diving board was part of a waterfall. The diving board is ____.,No,No,No,No
NFN2M74RPJ2Q,bucket,full,vacant,brimming,upturned,Bring me that brimming bucket. The bucket is ____.,Bring me that upturned bucket. The bucket is ____.,Yes,No,No,No
9KNVR6X2DWC4,asparagus,edible,unpalatable,refrigerator,garbage,I found the asparagus in the refrigerator. The asparagus is ____.,I found the asparagus in the garbage. The asparagus is ____.,No,No,No,No
9KNVR6X2DWC4,stew,delicious,revolting,fresh,spoiled,The stew was made from fresh vegetables. The stew is ____.,The stew was made from spoiled vegetables. The stew is ____.,No,No,No,No
VNAQPVX4R36A,cougar,extinct,extant,eastern,western,Caden decided to do his presentation on cougars of the eastern part of the U.S. The cougar is ____.,Caden decided to do his presentation on cougars of the western part of the U.S. The cougar is ____.,No,No,Yes,No
NFN2M74RPJ2Q,razor blade,long,tiny,jammed,fit,The razor blade jammed in the drawer. The razor blade is ____.,The razor blade fit in the drawer. The razor blade is ____.,No,No,No,Yes
EZCVAWE2HAMP,champagne,good,terrible,impressed,disappointed,Mike was impressed by the quality of the champagne. The champagne is ____.,Mike was disappointed by the quality of the champagne. The champagne is ____.,No,No,No,No
XH7FWCGRRXDJ,baby,healthy,unhealthy,hiccups,mumps,Martina's baby has a case of the hiccups. The baby is ____.,Martina's baby has a case of the mumps. The baby is ____.,No,No,No,No
9KNVR6X2DWC4,bamboo,edible,poisonous,satisfied,sick,The panda felt satisfied after eating. The bamboo is ____.,The panda felt sick after eating. The bamboo is ____.,No,No,No,No
FPMCK2P37RW2,stretcher,portable,planted,grabbed ,left,After a few tries the EMT finally grabbed  the stetcher. The stretcher is ____.,After a few tries the EMT finally left the stetcher. The stretcher is ____.,No,No,No,Yes
VNAQPVX4R36A,bathtub,cold,hot,icy,steamy,Bill took a icy bath. The bathtub is ____.,Bill took a steamy bath. The bathtub is ____.,Yes,Yes,No,No
HWDQZR3ZTFRN,jewelry,expensive,inexpensive,costly,cheap,All of the jewelry was too costly. The jewelry is ____.,All of the jewelry was too cheap. The jewelry is ____.,Yes,Yes,No,No
FWD4Z73KK6F6,tea,good,bad,boutique,Walmart,The tea was purchased at a boutique. The tea is ____.,The tea was purchased at a Walmart. The tea is ____.,No,No,Yes,Yes
FWD4Z73KK6F6,ear,large,small,above ,below,The girl's ears were above  average sized. The ear is ____.,The girl's ears were below average sized. The ear is ____.,No,No,No,No
FWD4Z73KK6F6,radar,operational,broken,use,repair,The airplane's radar was in use. The radar is ____.,The airplane's radar was in repair. The radar is ____.,Yes,No,No,No
9KNVR6X2DWC4,net,empty,stuffed,left,succeeded,Jane went fishing with a net and left. The net is ____.,Jane went fishing with a net and succeeded. The net is ____.,No,No,Yes,No
EZCVAWE2HAMP,trunk,open,shut,missing,present,Susan arrived at her meeting to find all the papers in the trunk missing. The trunk is ____.,Susan arrived at her meeting to find all the papers in the trunk present. The trunk is ____.,No,No,No,Yes
XH7FWCGRRXDJ,compost,organic,synthetic,vegetables,chemicals,Jeremy's compost was made of vegetables. The compost is ____.,Jeremy's compost was made of chemicals. The compost is ____.,No,No,No,No
XH7FWCGRRXDJ,locket,gold,silver,yellow,grey,Martin's found a yellow locket. The locket is ____.,Martin's found a grey locket. The locket is ____.,No,No,No,No
HWDQZR3ZTFRN,bean,edible,poisonous,satisfied,nauseous,The giant ate the bean and felt satisfied. The bean is ____.,The giant ate the bean and felt nauseous. The bean is ____.,No,No,No,No
HWDQZR3ZTFRN,pug,important,unimportant,real,fictional,The pug is real. The pug is ____.,The pug is fictional. The pug is ____.,No,No,Yes,Yes
XH7FWCGRRXDJ,table,empty,full,cleared,covered,Make had every square inch of the table cleared. The table is ____.,Make had every square inch of the table covered. The table is ____.,Yes,No,No,No
FWD4Z73KK6F6,incubator,empty,full,out,in,Daryl put all the eggs out of the incubator. The incubator is ____.,Daryl put all the eggs in of the incubator. The incubator is ____.,No,No,No,No
HWDQZR3ZTFRN,hand,strong,injured,chains,bandages,I noticed that her right hand was wrapped with chains. The hand is ____.,I noticed that her right hand was wrapped with bandages. The hand is ____.,No,No,No,No
9KNVR6X2DWC4,boy,alone,accompanied,unattended,partnered,The boy went to his room unattended. The boy is ____.,The boy went to his room partnered. The boy is ____.,Yes,Yes,No,No
FPMCK2P37RW2,worm,alive,unconscious,awoken,knocked,William the worm was awoken underground. The worm is ____.,William the worm was knocked underground. The worm is ____.,No,No,No,Yes
EZCVAWE2HAMP,cord,elastic,stiff,bending,thick,Mark bought a new lamp and the cord was bending. The cord is ____.,Mark bought a new lamp and the cord was thick. The cord is ____.,Yes,No,No,Yes
NFN2M74RPJ2Q,pulpit,high,short,barely,easily,The audience could barely see the speaker over the pulpit. The pulpit is ____.,The audience could easily see the speaker over the pulpit. The pulpit is ____.,No,No,No,No
FPMCK2P37RW2,totem pole,ceremonial,informal,authenticated,drawn,The totem pole Erica saw was authenticated. The totem pole is ____.,The totem pole Erica saw was drawn. The totem pole is ____.,No,No,No,No
XH7FWCGRRXDJ,pita,large,tiny,all,half,Jim noticed the pits bread was covering all of the plate. The pita is ____.,Jim noticed the pits bread was covering half of the plate. The pita is ____.,No,No,No,No
76VNAHQ9VAC3,flower,purple,green,prominent,concealed,The flower was prominent due to the grass around it. The flower is ____.,The flower was concealed due to the grass around it. The flower is ____.,No,No,Yes,No
FPMCK2P37RW2,pickle,edible,toxic,filling,poisonous,The pickle they gave me was filling. The pickle is ____.,The pickle they gave me was poisonous. The pickle is ____.,No,Yes,No,No
EZCVAWE2HAMP,scoreboard,complete,incomplete,updated,tentative,We noticed the numbers on the scoreboard were updated. The scoreboard is ____.,We noticed the numbers on the scoreboard were tentative. The scoreboard is ____.,No,No,No,No
9KNVR6X2DWC4,latte,hot,chilled,regular,iced,Mary ordered a regular latte. The latte is ____.,Mary ordered a iced latte. The latte is ____.,No,Yes,No,No
XH7FWCGRRXDJ,boy,dead,alive,still,moving,When checking on the patient Rob notice they were still. The boy is ____.,When checking on the patient Rob notice they were moving. The boy is ____.,No,No,No,No
9KNVR6X2DWC4,baby,dead,alive,buried,breathing,Lyle's baby is buried. The baby is ____.,Lyle's baby is breathing. The baby is ____.,No,No,No,No
9KNVR6X2DWC4,satellite dish,circular,triangular,curve,corner,Jane touched the outer curve of the satellite dish. The satellite dish is ____.,Jane touched the outer corner of the satellite dish. The satellite dish is ____.,No,No,No,No
FPMCK2P37RW2,gel,edible,inedible,mint,silicone,Susan used a gel made of mint to decorate the display. The gel is ____.,Susan used a gel made of silicone to decorate the display. The gel is ____.,No,No,No,No
EZCVAWE2HAMP,braid,long,cut,finished,snipped,Jenny's braid had been finished. The braid is ____.,Jenny's braid had been snipped. The braid is ____.,No,Yes,No,No
76VNAHQ9VAC3,turf,grass,dirt,Soft,Hard,During the off season the team plays on a Soft surface. The turf is ____.,During the off season the team plays on a Hard surface. The turf is ____.,No,No,No,No
FWD4Z73KK6F6,caramel,orange,dark,nothing,chocolate,Gustav had added nothing to his caramel. The caramel is ____.,Gustav had added chocolate to his caramel. The caramel is ____.,No,No,Yes,No
NFN2M74RPJ2Q,moccasin,edible,poisonous,flour,pastic,Lydia made a moccasin from flour. The moccasin is ____.,Lydia made a moccasin from pastic. The moccasin is ____.,No,No,No,No
NFN2M74RPJ2Q,yogurt,sweet,tart,smiled,frowned,John swallowed the yogurt and smiled. The yogurt is ____.,John swallowed the yogurt and frowned. The yogurt is ____.,No,No,No,No
9KNVR6X2DWC4,modem,wireless,wired,password,cable,Bill connected his mom's laptop with a password. The modem is ____.,Bill connected his mom's laptop with a cable. The modem is ____.,No,No,No,No
9KNVR6X2DWC4,marmalade,sweet,bitter,appetizing,unappetizing,Olivia's marmalade is appetizing with dessert. The marmalade is ____.,Olivia's marmalade is unappetizing with dessert. The marmalade is ____.,No,No,No,No
VNAQPVX4R36A,sandwich,edible,dangerous,quality,cheap,Mari made the sandwich with quality ingredients. The sandwich is ____.,Mari made the sandwich with cheap ingredients. The sandwich is ____.,No,No,No,Yes
XH7FWCGRRXDJ,canvas,blank,filled,gessoed,dried,My oil painting hasn't been gessoed yet. The canvas is ____.,My oil painting hasn't been dried yet. The canvas is ____.,No,No,No,No
FPMCK2P37RW2,cocoon,transparent,solid,glass,rock,The coconut looked as tho it was made of glass. The cocoon is ____.,The coconut looked as tho it was made of rock. The cocoon is ____.,No,No,No,No
FPMCK2P37RW2,fire,there,here,elsewhere,nearby,The fire blazed madly elsewhere. The fire is ____.,The fire blazed madly nearby. The fire is ____.,No,No,No,No
XH7FWCGRRXDJ,ring,circular,triangular,rolled,tumbled,I lost the ring when it rolled off the table. The ring is ____.,I lost the ring when it tumbled off the table. The ring is ____.,No,No,No,No
NFN2M74RPJ2Q,seaweed,toxic,safe,trash,salad,I put the seaweed in the trash. The seaweed is ____.,I put the seaweed in the salad. The seaweed is ____.,Yes,No,No,No
9KNVR6X2DWC4,corn,bitter,good,baker's,milk,The corn was as sweet as baker's chocolate. The corn is ____.,The corn was as sweet as milk chocolate. The corn is ____.,No,No,No,No
9KNVR6X2DWC4,slot,empty,stuffed,in,out,"When I put the coin in the slot, it fell in. The slot is ____.","When I put the coin in the slot, it fell out. The slot is ____.",No,No,No,No
R3CDKNC3PH6K,banjo,musical,discordant,tuned,broke,Rebecca sold her banjo after she tuned it. The banjo is ____.,Rebecca sold her banjo after she broke it. The banjo is ____.,Yes,No,No,No
XH7FWCGRRXDJ,sauerkraut,French,german,France,Germany,The sauerkraut bottle had words from France on it. The sauerkraut is ____.,The sauerkraut bottle had words from Germany on it. The sauerkraut is ____.,No,No,No,No
XH7FWCGRRXDJ,man,there,here,away,near,The man you are interviewing with is away. The man is ____.,The man you are interviewing with is near. The man is ____.,No,No,No,No
XH7FWCGRRXDJ,duct,long,short,slowly,quickly ,The air traveled slowly through the duct before reaching the vent. The duct is ____.,The air traveled quickly  through the duct before reaching the vent. The duct is ____.,No,No,No,No
NFN2M74RPJ2Q,eel,edible,poisonous,good,sick,The chef felt good after taste-testing the eel. The eel is ____.,The chef felt sick after taste-testing the eel. The eel is ____.,No,No,No,No
FPMCK2P37RW2,dagger,long,tiny,deep,shallow,The dagger will make a deep wound. The dagger is ____.,The dagger will make a shallow wound. The dagger is ____.,No,No,No,No
76VNAHQ9VAC3,humvee,long,small,stretched,compact,He wanted to buy a stretched humvee. The humvee is ____.,He wanted to buy a compact humvee. The humvee is ____.,Yes,Yes,No,No
