Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
grill	open	closed	cooked	defrosted	The burger was being [MASK] on the grill. The grill is closed.	defrosted	cooked	4
stew	good	bad	happy	sad	Bill was [MASK] to have the stew for dinner. The stew is bad.	sad	happy	4
bok choy	Korean	chinese	Seoul	Shanghai	The bok choy in Jerry's dish was made in [MASK]. The bok choy is chinese.	Shanghai	Seoul	4
knitting needle	long	tiny	adults	children	The knitting needle was made for [MASK]. The knitting needle is tiny.	children	adults	4
cigarette butt	empty	stuffed	fallen	remained	The ashes in the cigarette butt had [MASK]. The cigarette butt is stuffed.	remained	fallen	4
ant	male	female	worker	queen	The ant is a [MASK]. The ant is female.	queen	worker	4
match	over	commencing	lose	win	Mike heard the music and realized will [MASK] this match. The match is commencing.	win	lose	4
plastic film	transparent	opaque	visually	not	Mike could [MASK] confirm what was inside the plastic film. The plastic film is opaque.	not	visually	4
lamppost	tall	stubby	difficulty	ease	Marlon could change the bulb of the lamppost with [MASK]. The lamppost is stubby.	ease	difficulty	4
incubator	portable	gigantic	home	farm	The incubator is located at a [MASK]. The incubator is gigantic.	farm	home	4
coral	large	new	IMAX	ocean	Ashley looked at the coral in the [MASK]. The coral is new.	ocean	IMAX	4
mango	edible	inorganic	fantastic	oversized	Ashley's mango turned out to be [MASK]. The mango is inorganic.	oversized	fantastic	4
headscarf	optional	mandatory	recommended	demanded	Jerry shouted that the headscarf was [MASK]. The headscarf is mandatory.	demanded	recommended	4
hose	elastic	inelastic	circle	line	The hose sat on the ground in a [MASK]. The hose is inelastic.	line	circle	4
canoe	portable	massive	arms	dolly	Rick bought a new canoe which he carried with his [MASK]. The canoe is massive.	dolly	arms	4
nightstand	open	closed	Pass	Scratch 	The cat was able to [MASK] the door to the nightstand. The nightstand is closed.	Scratch 	Pass	4
incubator	open	closed	cold	warm	The chicks in the incubator were [MASK]. The incubator is closed.	warm	cold	4
leek	edible	inedible	sing	retch	Tasting the leek made Stan want to [MASK]. The leek is inedible.	retch	sing	4
kazoo	musical	broken	fixed	trashed	The musician [MASK] his kazoo on Sunday. The kazoo is broken.	trashed	fixed	4
computer	dead	fixed	smoke	spin	When he pressed the power button, the computer's fan began to [MASK]. The computer is fixed.	spin	smoke	4
sheath	thick	thin	heavy	light	The sheath the warrior carries is [MASK]. The sheath is thin.	light	heavy	4
eclair	edible	sweaty	gloved	dripping	The eclair had been touched with [MASK] hands. The eclair is sweaty.	dripping	gloved	4
barrel	straight	curved	standard	warped	This barrel appears to have been made from [MASK] boards. The barrel is curved.	warped	standard	4
candlestick	empty	prepared	melted	new	Tom noticed his candlestick was [MASK] when he went to light it. The candlestick is prepared.	new	melted	4
latte	hot	frozen	stove	ice	The latte has been on the [MASK]. The latte is frozen.	ice	stove	4
towel	warm	freezing	stove	ice	Patricia left the towel on the [MASK]. The towel is freezing.	ice	stove	4
shrimp	poisonous	nutritious	soap	spices	Heather, the chef, dumped [MASK] on the shrimp. The shrimp is nutritious.	spices	soap	4
buoy	empty	overflowing	nothing	everything	Mike looked inside and saw [MASK] hidden inside the buoy. The buoy is overflowing.	everything	nothing	4
viewfinder	horizontal	standing	wide	tall	The viewfinder had a [MASK] field of view. The viewfinder is standing.	tall	wide	4
flower	purple	green	prominent	concealed	The flower was [MASK] due to the grass around it. The flower is green.	concealed	prominent	4
oatmeal	edible	spoiled	ordinary	terrible	The oatmeal smells [MASK]. The oatmeal is spoiled.	terrible	ordinary	4
treadmill	stationary	mobile	nonexistent	laboring	Shannon's workout session on the treadmill today is [MASK]. The treadmill is mobile.	laboring	nonexistent	4
pita	circular	misshapen	disk	blob	She gave me a pita in the shape of a [MASK]. The pita is misshapen.	blob	disk	4
ballot box	empty	full	nobody	everyone	[MASK] showed up to vote at the ballot box. The ballot box is full.	everyone	nobody	4
cockatoo	extinct	alive	no	many	Susan knew of [MASK] cockatoos living in this region. The cockatoo is alive.	many	no	4
trunk	open	sealed	unlocked	locked	Zaire's car trunk was [MASK]. The trunk is sealed.	locked	unlocked	4
hot tub	empty	overflowing	broken	running	The hot tub in Jerry's room was [MASK]. The hot tub is overflowing.	running	broken	4
turkey	extinct	available	decomposing	gobbling	Nigel noticed that the birds were [MASK] in the field. The turkey is available.	gobbling	decomposing	4
shortbread	long	average	oblong	square	Haley made the shortbread with [MASK] cookie cutters. The shortbread is average.	square	oblong	4
cardboard	blank	printed	not	intricately	The cardboard was [MASK] decorated. The cardboard is printed.	intricately	not	4
hourglass	endless	limited	moved	stopped	Brian turned the hourglass over and the sand always [MASK]. The hourglass is limited.	stopped	moved	4
slide	easy	difficult	relieved	disappointed	Robert was [MASK] in his slide performance. The slide is difficult.	disappointed	relieved	4
hockey stick	long	short	adult	child	Bill selected the hockey stick appropriate for a tall [MASK]. The hockey stick is short.	child	adult	4
hair	long	short	waist	neck	The girl's hair landed at her [MASK]. The hair is short.	neck	waist	4
swimming pool	open	locked	ease	difficulty	Mike was able to get into the swimming pool with [MASK]. The swimming pool is locked.	difficulty	ease	4
chinchilla	long	short	eight	one	The painting of the chinchilla was [MASK] foot tall. The chinchilla is short.	one	eight	4
onion	edible	poisoned	butter	hemlock	Bill cooked the onion with [MASK]. The onion is poisoned.	hemlock	butter	4
rattlesnake	edible	inedible	smoked	incinerated	The rattlesnake was [MASK] over the fire. The rattlesnake is inedible.	incinerated	smoked	4
cheese	hard	soft	chunk	dollop	She served dinner with a [MASK] of cheese. The cheese is soft.	dollop	chunk	4
incubator	open	locked	leaking	stuck	The heat was [MASK] in the incubator. The incubator is locked.	stuck	leaking	4
bread	good	stale	purchased	returned	To test the freshness of the bread, Daryl squeezed the loaf and [MASK] it. The bread is stale.	returned	purchased	4
beanbag	portable	heavy	carried	lugged	Barb [MASK] the beanbag out of the corner. The beanbag is heavy.	lugged	carried	4
torso	flat	curved	against	around	She kept the blanket [MASK] her torso. The torso is curved.	around	against	4
bathtub	large	miniature	huge	tiny	The kids got in the [MASK] bathtub. The bathtub is miniature.	tiny	huge	4
wooden leg	straight	bent	waxed	broken	Jerry's wooden leg has been [MASK]. The wooden leg is bent.	broken	waxed	4
bowl	empty	full	finished	started	Kayla had [MASK] eating her soup. The bowl is full.	started	finished	4
whiteboard	blank	full	erased	used	Ashley [MASK] her whiteboard. The whiteboard is full.	used	erased	4
hairspray	expensive	ordinary	Oribe	L'Oreal	Richard brought home some [MASK] hairspray. The hairspray is ordinary.	L'Oreal	Oribe	4
braid	long	cut	finished	snipped	Jenny's braid had been [MASK]. The braid is cut.	snipped	finished	4
twig	long	tiny	easily	not	Ron tried to reach the twig from far away and could [MASK]. The twig is tiny.	not	easily	4
railing	high	low	adult	toddler	The [MASK] could reach the railing. The railing is low.	toddler	adult	4
pine needle	edible	bitter	cake	drink	Mark made a pine needle [MASK]. The pine needle is bitter.	drink	cake	4
sewing kit	complete	partial	nothing	thread	William's sewing kit needed [MASK]. The sewing kit is partial.	thread	nothing	4
eyepiece	transparent	opaque	near-sighted	eclipse	The eyepiece was designed for the [MASK]. The eyepiece is opaque.	eclipse	near-sighted	4
wheat	edible	toxic	flour	pesticides	Barbara's wheat is covered in [MASK]. The wheat is toxic.	pesticides	flour	4
tortilla	edible	poisonous	praised	warned	Richard was [MASK] about the tortilla. The tortilla is poisonous.	warned	praised	4
banana	edible	inedible	yellow	black	A [MASK] banana was in my lunchbox. The banana is inedible.	black	yellow	4
chin	prominent	unnoticeable	large	small	Dora's chin is [MASK]. The chin is unnoticeable.	small	large	4
chin	swollen	healthy	bumpy	okay	The boy fell over the curb onto his chin, and it felt [MASK]. The chin is healthy.	okay	bumpy	4
moss	edible	uneatable	alive	dead	The moss growing on the tree was [MASK]. The moss is uneatable.	dead	alive	4
robot	dead	alive	destroyed	fine	The robot was [MASK] after falling off the wall. The robot is alive.	fine	destroyed	4
bun	round	square	rolling	slicing	Martin made buns by [MASK] the dough. The bun is square.	slicing	rolling	4
kangaroo	extinct	hopping	ninety	three	The kangaroo is [MASK] years old. The kangaroo is hopping.	three	ninety	4
coral	large	damaged	observed	poisoned	The boat [MASK] the impressive coral. The coral is damaged.	poisoned	observed	4
foam	thick	skinny	whole	skim	Jordan made the foam with [MASK] milk. The foam is skinny.	skim	whole	4
bow	long	tiny	real	onscreen	Tony's hunting bow was [MASK]. The bow is tiny.	onscreen	real	4
bomb	here	there	nearby	overseas	The bomb exploded [MASK]. The bomb is there.	overseas	nearby	4
clover	edible	toxic	ate	avoided	The deer in the meadow [MASK] the clover. The clover is toxic.	avoided	ate	4
sled	empty	full	slowly	quickly	The sled went down the hill [MASK]. The sled is full.	quickly	slowly	4
pug	important	unimportant	real	fictional	The pug is [MASK]. The pug is unimportant.	fictional	real	4
rudder	vertical	tipped	straight	left	The plane is going [MASK]. The rudder is tipped.	left	straight	4
dish	cold	warm	hours	minutes	The dish came out of the oven five [MASK] ago. The dish is warm.	minutes	hours	4
scalpel	long	short	deep	shallow	Sally's scalpel was best suited for making [MASK] incissions. The scalpel is short.	shallow	deep	4
grate	open	closed	cleaning	crossing	People were [MASK] the grate. The grate is closed.	crossing	cleaning	4
scalpel	long	tiny	elephants	rodents	The scalpel was designed to operate on [MASK]. The scalpel is tiny.	rodents	elephants	4
wheat	edible	inedible	processed	decayed	Jackie's wheat is [MASK]. The wheat is inedible.	decayed	processed	4
filing cabinet	empty	full	shredded	filed	Mary saw all the papers for the file cabinet being [MASK]. The filing cabinet is full.	filed	shredded	4
buffet	optional	mandatory	extra	included	The buffet was [MASK] for every guest. The buffet is mandatory.	included	extra	4
doll	dead	conscious	attacked	ignored	Martin's doll had been [MASK] by the dog. The doll is conscious.	ignored	attacked	4
dumpling	edible	toxic	full	vomit	Eating the dumping will make you [MASK]. The dumpling is toxic.	vomit	full	4
cream	thick	thin	whole	diet	Maggie poured the [MASK] cream into the bowl. The cream is thin.	diet	whole	4
humvee	long	small	stretched	compact	He wanted to buy a [MASK] humvee. The humvee is small.	compact	stretched	4
skull	hollow	full	display	human	The skull is in the [MASK]. The skull is full.	human	display	4
knitting	simple	complex	beginner	master	This was knitted by a [MASK] knitter. The knitting is complex.	master	beginner	4
stew	delicious	sickening	satisfied	ill	The stew made me feel [MASK]. The stew is sickening.	ill	satisfied	4
recorder	portable	stationary	easy	difficult	The recorder is incredible [MASK] to move. The recorder is stationary.	difficult	easy	4
button	depressed	unpressed	on	off	The device was [MASK]. The button is unpressed.	off	on	4
sofa bed	flat	curved	comfortable 	bumpy	Our guests thought the sofa bed was [MASK]. The sofa bed is curved.	bumpy	comfortable 	4
ping-pong table	endless	tiny	massive	miniature	We played on a [MASK] ping-pong table. The ping-pong table is tiny.	miniature	massive	4
tambourine	wooden	metal	hollow	clang	The tambourine made a [MASK] sound. The tambourine is metal.	clang	hollow	4
chest	bare	overflowing	poor	rich	Susan looked into the chest and realized she was [MASK]. The chest is overflowing.	rich	poor	4
peg	empty	solid	air	wood	The peg was filled with [MASK]. The peg is solid.	wood	air	4
block	empty	full	solid	hollow	I picked up a block that was [MASK]. The block is full.	hollow	solid	4
bed	cold	warm	shade	sun	The bed was sitting in the [MASK] all day. The bed is warm.	sun	shade	4
cap	round	flat	baseball	Parisian	MJ liked to wear [MASK] caps. The cap is flat.	Parisian	baseball	4
melon	edible	stinky	freezer	garbage	Jackie had thrown the melon into the [MASK]. The melon is stinky.	garbage	freezer	4
cigarette holder	plastic	metal	thump	clink	The cigarette holder fell to the ground with a [MASK]. The cigarette holder is metal.	clink	thump	4
nut	edible	toxic	full	unwell	Diane felt [MASK] after eating the walnuts. The nut is toxic.	unwell	full	4
juice	bitter	fresh	revolted	pleased	I was [MASK] by the juice. The juice is fresh.	pleased	revolted	4
prune	fruit	fake	dried	sculpted	Susan carefully [MASK] the prune. The prune is fake.	sculpted	dried	4
napkin	clean	soiled	stored	used	Frederick [MASK] his napkin after dinner. The napkin is soiled.	used	stored	4
toothpaste	liquid	powder	squeezed	shook	Susan [MASK] the toothpaste out. The toothpaste is powder.	shook	squeezed	4
cork	hollow	solid	rolled	flat	Jessie's cork was [MASK]. The cork is solid.	flat	rolled	4
pet food	available	gone	acquirable	missing	Depending on the brand needed for your breed of dog or cat, the pet food might be [MASK]. The pet food is gone.	missing	acquirable	4
computer	dead	working	broken	fast	They gave me a [MASK] computer. The computer is working.	fast	broken	4
skin	thin	thick	easy	difficult	The skin was [MASK] to pinch. The skin is thick.	difficult	easy	4
cobra	edible	toxic	right	wrong	The man said the cobra was the [MASK] kind of snake to eat. The cobra is toxic.	wrong	right	4
toe	long	little	right	left	The toe was at the left-hand side of the [MASK] foot. The toe is little.	left	right	4
mushroom	edible	inedible	fresh	slimy	The mushroom at John's house was [MASK]. The mushroom is inedible.	slimy	fresh	4
wax	liquid	mushy	lit	extinguished	The candle was recently [MASK]. The wax is mushy.	extinguished	lit	4
star fruit	edible	spoiled	picked	tossed	The star fruit was recently [MASK]. The star fruit is spoiled.	tossed	picked	4
screwdriver	simple	multitool	cheap	expensive	Cole purchased a [MASK] screwdriver. The screwdriver is multitool.	expensive	cheap	4
fire pit	empty	overflowing	sold	cleaned	Tina knew the fire pit needed to be [MASK]. The fire pit is overflowing.	cleaned	sold	4
hinge	vertical	horizontal	upright	parallel	The window can only open properly with a(n) [MASK] hinge assembled to it. The hinge is horizontal.	parallel	upright	4
couch	comfortable	uncomfortable	cotton	wood	Danielle's couch is made of [MASK]. The couch is uncomfortable.	wood	cotton	4
skunk	edible	noxious	delicious	gross	Tim ran over a skunk who looked [MASK] to bring home. The skunk is noxious.	gross	delicious	4
lobster	edible	inedible	sauce	barnacles	The lobster is covered in [MASK]. The lobster is inedible.	barnacles	sauce	4
harness	heavy	light	sturdy	thin	John thought the harness felt [MASK]. The harness is light.	thin	sturdy	4
turf	artificial	sod	synthetics	greenery	The turf is made of [MASK]. The turf is sod.	greenery	synthetics	4
box	open	sealed	afternoon	Eve	The box was a present and it was Christmas [MASK]. The box is sealed.	Eve	afternoon	4
napkin	clean	messy	nothing	sauce	Jim wiped his mouth with the napkin getting [MASK] on it. The napkin is messy.	sauce	nothing	4
dishrag	cold	warm	washer	dryer	Jim pulled the dishrag fresh out of the [MASK]. The dishrag is warm.	dryer	washer	4
bolt	open	closed	free	occupied	The bathroom was [MASK]. The bolt is closed.	occupied	free	4
granite	abundant	sparse	mountains	meadow	Jill and Mark were in the [MASK]. The granite is sparse.	meadow	mountains	4
lizard	edible	inedible	delicious	venomous	The lizard on the table is [MASK]. The lizard is inedible.	venomous	delicious	4
hood	open	closed	repairing	driving	Frank is [MASK] his car. The hood is closed.	driving	repairing	4
lemonade	good	bad	best	worst	Marcus exclaimed that his lemonade was the [MASK]. The lemonade is bad.	worst	best	4
cap	convex	concave	repelled	captured	The curve of the cap [MASK] the rain. The cap is concave.	captured	repelled	4
box	open	locked	secure	access	You need a key to [MASK] the box. The box is locked.	access	secure	4
pet food	edible	poisonous	safe	dangerous	The dog was able to tell the pet food was [MASK]. The pet food is poisonous.	dangerous	safe	4
navel	flat	curved	board	ball	Mary saw Tims navel thinking it looked like a [MASK]. The navel is curved.	ball	board	4
thumb	swollen	okay	metal	cloth	Brians's thumb was hit by a [MASK] ball when playing around. The thumb is okay.	cloth	metal	4
envelope	open	closed	easily	not	Bill could [MASK] check the contents of the envelope. The envelope is closed.	not	easily	4
sweeper	human	animalistic	man	machine	The [MASK] cleaned the floor. The sweeper is animalistic.	machine	man	4
thumbtack	plastic	rigid	bent	hurt	Mike stepped on the thumbtack and it [MASK]. The thumbtack is rigid.	hurt	bent	4
ant	alive	dead	annoyed	crushed	The and was [MASK] by the boot. The ant is dead.	crushed	annoyed	4
wine bottle	empty	full	drunk	sober	Carly was feeling very [MASK]. The wine bottle is full.	sober	drunk	4
crumb	edible	noxious	plate	toilet	The crumb fell in the [MASK]. The crumb is noxious.	toilet	plate	4
spear	sharp	dull	cut	bruise	Susan stabbed the bear with the spear, giving it a large [MASK]. The spear is dull.	bruise	cut	4
oatmeal	edible	rotten	fresh	moldy	The oatmeal smells [MASK]. The oatmeal is rotten.	moldy	fresh	4
orange	orange	yellow	ripe	underripe	Kelly's orange from her orange tree is [MASK]. The orange is yellow.	underripe	ripe	4
silverware	gold	steel	some	nothing	The man looking for gold silverware found [MASK] at the store. The silverware is steel.	nothing	some	4
car door	open	shut	leaving	driving	Francine is [MASK] her car. The car door is shut.	driving	leaving	4
pocket watch	portable	gigantic	chain	crane	Jane lifted the pocket watch with its [MASK]. The pocket watch is gigantic.	crane	chain	4
cord	long	tiny	extensive	short	There was a [MASK] cord attached. The cord is tiny.	short	extensive	4
clarinet	rare	ubiquitous	thousand	hundred	Susan bought the clarinet at auction for two [MASK] dollars. The clarinet is ubiquitous.	hundred	thousand	4
briefcase	open	closed	display	hide	John decided to [MASK] the contents of his briefcase. The briefcase is closed.	hide	display	4
armor	thick	thin	layered	skimpy	The warrior's confidence in battle was occasionally affected by the [MASK] craftmanship of the armor worn. The armor is thin.	skimpy	layered	4
canoe	portable	huge	easy	challenging	I found it [MASK] to transport the canoe. The canoe is huge.	challenging	easy	4
weed	edible	toxic	salad	wreath	Bill picked the weeds to make a [MASK]. The weed is toxic.	wreath	salad	4
tennis ball	spherical	rectangular	bounced	slid	Bill threw the tennis ball and it [MASK] on the ground. The tennis ball is rectangular.	slid	bounced	4
owl	extinct	alive	museum	zoo	Ping saw the owl at the [MASK]. The owl is alive.	zoo	museum	4
viewfinder	horizontal	vertical	Sideways	Straight 	Tim has to look [MASK] to see through the viewfinder. The viewfinder is vertical.	Straight 	Sideways	4
trowel	edible	inedible	candy	tin	Bill made the trowel out of [MASK]. The trowel is inedible.	tin	candy	4
cactus	small	large	cup	trailer	We had to use a [MASK] to move the cactus. The cactus is large.	trailer	cup	4
trunk	hollow	thick	effortless	difficult	Breaking down the tree trunk with the axe was [MASK]. The trunk is thick.	difficult	effortless	4
periscope	transparent	opaque	transmits	reflects	The periscope [MASK] light. The periscope is opaque.	reflects	transmits	4
prism	circular	multifaceted	rounded 	pointed	When applying shapes to the game rick [MASK] each side. The prism is multifaceted.	pointed	rounded 	4
spaghetti	hot	cold	oven	fridge	Daniel's spaghetti is in the [MASK]. The spaghetti is cold.	fridge	oven	4
lightning bug	extinct	alive	space	Earth	The lightning bug is in [MASK]. The lightning bug is alive.	Earth	space	4
lamp	on	disconnected	switch	cord	Romero ran into the room and pulled the lamp [MASK]. The lamp is disconnected.	cord	switch	4
lamp	on	off	bright	dark	Daisuke was sitting in the [MASK] room. The lamp is off.	dark	bright	4
spear	long	miniature	himself	children	Billy carved a spear for [MASK]. The spear is miniature.	children	himself	4
gong	large	short	man	kitten	The gong was as tall as a [MASK]. The gong is short.	kitten	man	4
drink	alcoholic	non-alcoholic	buzzed 	sober	The unknown drink resulted in Misty feeling [MASK]. The drink is non-alcoholic.	sober	buzzed 	4
coin	silver	gold	Less	More	The value of the coin is [MASK] than other natural metals. The coin is gold.	More	Less	4
stamp	circular	rectangular	round	squared	Jevon's needed one more stamp to insert into his collection book but this newly-found stamp was much too [MASK]. The stamp is rectangular.	squared	round	4
seaweed	toxic	safe	trash	salad	I put the seaweed in the [MASK]. The seaweed is safe.	salad	trash	4
scoreboard	online	offline	disconnected	connected	Brad [MASK] the scoreboard. The scoreboard is offline.	connected	disconnected	4
ginger	edible	toxic	love	pesticides	The ginger was grown with [MASK]. The ginger is toxic.	pesticides	love	4
canvas	blank	filled	gessoed	dried	My oil painting hasn't been [MASK] yet. The canvas is filled.	dried	gessoed	4
hippopotamus	amphibious	hydrophobic	fond	afraid	The hippopotamus is [MASK] of water. The hippopotamus is hydrophobic.	afraid	fond	4
grater	large	little	parmesan	nutmeg	The grater was for [MASK]. The grater is little.	nutmeg	parmesan	4
navel	round	missing	circular	absent	You can see that the navel is [MASK]. The navel is missing.	absent	circular	4
tooth	sharp	dull	easily	unsuccessfully	The monster bit into the apple with his one tooth [MASK]. The tooth is dull.	unsuccessfully	easily	4
mustache	long	trimmed	weeks	days	The last time Greg trimmed his mustache was three [MASK] ago. The mustache is trimmed.	days	weeks	4
spoon	empty	full	ate	scooped	Susan [MASK] a bite of ice cream from her spoon. The spoon is full.	scooped	ate	4
chihuahua	extinct	plentiful	absent	everywhere	Chihuahuas are [MASK]. The chihuahua is plentiful.	everywhere	absent	4
tarantula	male	female	traps	eggs	The tarantula had laid many [MASK]. The tarantula is female.	eggs	traps	4
sloth	edible	indigestible	savory	sickening	When cooked, the sloth is [MASK]. The sloth is indigestible.	sickening	savory	4
syringe	empty	filled	down	up	The plunger on the syringe was [MASK]. The syringe is filled.	up	down	4
cocktail	simple	complicated	common	exquisite	The bartender quiclly made the [MASK] cocktail. The cocktail is complicated.	exquisite	common	4
slingshot	long	short	easily	barely	Sally could [MASK] get enough tension out of the slingshot to make the shot. The slingshot is short.	barely	easily	4
hammock	long	tiny	stretched	shrank	Ned [MASK] the hammock to fit the space. The hammock is tiny.	shrank	stretched	4
pan	empty	full	nothing	food	Kim found [MASK] in the pan. The pan is full.	food	nothing	4
blackberry	poisonous	fine	toxic	healthy	I gave Chuck a [MASK] blueberry. The blackberry is fine.	healthy	toxic	4
sushi	simple	complex	standard	gourmet	We ordered [MASK] sushi. The sushi is complex.	gourmet	standard	4
bun	edible	stale	fresh	old	Todd put a [MASK] bun on my sandwich. The bun is stale.	old	fresh	4
bagpipe	ancient	new	Antique 	Music	Marco found a set of bagpipes from the [MASK] store. The bagpipe is new.	Music	Antique 	4
pancake	edible	spoiled	minutes	days	The pancake had sat on the counter for [MASK]. The pancake is spoiled.	days	minutes	4
asparagus	edible	inedible	butter	turpentine	Mike mixed the asparagus with [MASK]. The asparagus is inedible.	turpentine	butter	4
stiletto	long	small	large	short	There was a [MASK] distance from the front to back of the stilleto. The stiletto is small.	short	large	4
anvil	heavy	light	giants	children	Tucker's anvil is made for [MASK]. The anvil is light.	children	giants	4
measuring cup	circular	square	accurate	inaccurate	The measuring cup was [MASK] because of the design. The measuring cup is square.	inaccurate	accurate	4
barrette	ornamental	important	decorative	necessary	She was wearing a [MASK] barrette. The barrette is important.	necessary	decorative	4
eel	edible	poisonous	good	sick	The chef felt [MASK] after taste-testing the eel. The eel is poisonous.	sick	good	4
pom-pom	circular	angular	circle	triangle	Justina made a pom-pom in a [MASK] shape. The pom-pom is angular.	triangle	circle	4
coffee	free	expensive	kitchen	cafe	Bill got a coffee from the [MASK]. The coffee is expensive.	cafe	kitchen	4
accordion	portable	stuck	aware	unsure	Jill was [MASK] of how she would get the accordion into her car. The accordion is stuck.	unsure	aware	4
music box	empty	full	stolen	returned	The contents of Jane's music box had been [MASK]. The music box is full.	returned	stolen	4
mashed potato	edible	inedible	whitish	green	When making mashed potatoes, the potatoes used should be [MASK] in color. The mashed potato is inedible.	green	whitish	4
ice	cold	melted	shovel	mop	Susan cleaned up the snow with a [MASK]. The ice is melted.	mop	shovel	4
gel	liquid	frozen	bottle	freezer	Ben took the gel out of the [MASK]. The gel is frozen.	freezer	bottle	4
pepper	edible	noxious	enticing	nauseating	The eye water smell of the pepper was [MASK]. The pepper is noxious.	nauseating	enticing	4
almond	edible	rotten	sweet	bitter	Joey's bag had an almond that was [MASK]. The almond is rotten.	bitter	sweet	4
skirt	short	long	above	below	She wore a skirt [MASK] her knees. The skirt is long.	below	above	4
candy cane	edible	poisonous	peppermint	chemicals	Jerry's candy cane was made from [MASK]. The candy cane is poisonous.	chemicals	peppermint	4
tea	hot	chilly	kettle	fridge	Marco usually puts his tea in the [MASK] before drinking. The tea is chilly.	fridge	kettle	4
napkin ring	empty	filled	crumpled	unused	Bob's napkin is [MASK]. The napkin ring is filled.	unused	crumpled	4
soccer ball	plastic	cloth	repelled	absorbed	The soccer ball [MASK] the water on the grass. The soccer ball is cloth.	absorbed	repelled	4
earwig	poisonous	delicious	hurt	feed	An earwig is good to [MASK] someone. The earwig is delicious.	feed	hurt	4
potato	edible	lined	picked	left	Mark [MASK] the potatoes in rows in the field. The potato is lined.	left	picked	4
jukebox	simple	streamlined	corners	lines	Bill ran his hand along the polished [MASK] of the antique jukebox. The jukebox is streamlined.	lines	corners	4
basketball hoop	spherical	stretched	used	stored	Hans [MASK] his basketball hoop. The basketball hoop is stretched.	stored	used	4
string cheese	edible	inedible	refrigerated	discared	Don's string cheese has been [MASK]. The string cheese is inedible.	discared	refrigerated	4
papaya	tall	short	higher	lower	Compared to others, the papaya stood [MASK]. The papaya is short.	lower	higher	4
caramel	orange	brown	discolored	well	The caramel I made turned out [MASK]. The caramel is brown.	well	discolored	4
dustpan	empty	overflowing	inside	outside	When George tried to sweep up the crumbs, they ended up [MASK] the dustpan. The dustpan is overflowing.	outside	inside	4
videogame	real	fake	store	virus	Ryan clicked on the ad for the video game and it led to a [MASK]. The videogame is fake.	virus	store	4
quad	circular	triangular	circumference	angles	We need to measure the [MASK] of the quad. The quad is triangular.	angles	circumference	4
shrimp	edible	rancid	prepare	discard	Raven wanted to [MASK] the shrimp in the fridge. The shrimp is rancid.	discard	prepare	4
ice cream	cold	softened	freezer	cabinet	He pulled the ice cream out of the [MASK]. The ice cream is softened.	cabinet	freezer	4
trough	deep	shallow	meter	inch	The trough can hold a [MASK] of water. The trough is shallow.	inch	meter	4
sink	empty	filled	ago	late	The dishwasher arrived five hours [MASK]. The sink is filled.	late	ago	4
board	empty	stuffed	cleaned	arranged	Barbara's cheese board had been [MASK]. The board is stuffed.	arranged	cleaned	4
test tube	cylindrical	asymmetric	warmed	warped	The test tube was [MASK] by the heat. The test tube is asymmetric.	warped	warmed	4
fishhook	long	short	marlin	minnow	The fishhook could have caught a [MASK]. The fishhook is short.	minnow	marlin	4
nail file	plastic	glass	wooden	metal	I had to find a [MASK] nail file yesterday. The nail file is glass.	metal	wooden	4
candy cane	candy	vegetable	sugar	carrots	Tim's mom made the candy cane from [MASK] so he would eat it. The candy cane is vegetable.	carrots	sugar	4
bubble	empty	filled	smell	liquid	When the bubble popped, a sweet [MASK] rained down. The bubble is filled.	liquid	smell	4
peanut butter	edible	stale	viable	expired	I found the peanut butter to be [MASK]. The peanut butter is stale.	expired	viable	4
noose	sharp	soft	metal	cloth	The noose is made of [MASK]. The noose is soft.	cloth	metal	4
scoop	good	bad	nonstick	rusty	The scoop had a [MASK] coating. The scoop is bad.	rusty	nonstick	4
toe	swollen	normal	throbbing	fine	Billy's big toe was [MASK]. The toe is normal.	fine	throbbing	4
chute	straight	bent	smooth	uneven	The ball's path through the chute  was [MASK]. The chute is bent.	uneven	smooth	4
slime	poisonous	edible	harmful	safe	Eating the slime will be [MASK]. The slime is edible.	safe	harmful	4
tomato	edible	toxic	survived	died	Tony's dog [MASK] after consuming the tomato. The tomato is toxic.	died	survived	4
rubber band	flexible	brittle	bent	cracked	When I folded the rubber band it [MASK]. The rubber band is brittle.	cracked	bent	4
crab	edible	ill	tasty	sickly	I caught a crab that was [MASK]. The crab is ill.	sickly	tasty	4
thumb	swollen	fine	antibiotics	boot	The doctor took one look at the thumb and gave the patient the [MASK]. The thumb is fine.	boot	antibiotics	4
vial	empty	full	lite	heavy	Jane noticed the vial was unusually [MASK]. The vial is full.	heavy	lite	4
branch	vertical	horizontal	standing	lying	There was a branch [MASK] nearby. The branch is horizontal.	lying	standing	4
shell	hollow	full	store	ocean	The shell was in the [MASK]. The shell is full.	ocean	store	4
gutter	wet	dry	rain	sunlight	The [MASK] fell on the gutter. The gutter is dry.	sunlight	rain	4
man	dead	alive	bullet	beanbag	Mike was shot with a [MASK]. The man is alive.	beanbag	bullet	4
artichoke	edible	inedible	butter	spines	The artichoke was covered in [MASK]. The artichoke is inedible.	spines	butter	4
column	empty	full	started	finished	Jane had just [MASK] writing her column. The column is full.	finished	started	4
